,player_name,season,age,player_height,player_weight,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct
12825,Jayson Tatum,23,25.0,203.2,95.25432,74,30.1,8.8,4.6,8.5,0.0289999999999999,0.2,0.319,0.607,0.205
92,Jayson Williams,97,29.0,205.74,108.86208,41,13.4,13.5,1.2,-8.8,0.1669999999999999,0.248,0.209,0.4429999999999999,0.062
817,Jayson Williams,98,30.0,208.28,111.13004,65,12.9,13.6,1.0,3.3,0.203,0.23,0.161,0.541,0.045
1240,Jayson Williams,99,31.0,205.74,108.86208,30,8.1,12.0,1.1,-5.7,0.15,0.239,0.13,0.474,0.054
12826,Jeenathan Williams,23,24.0,195.58,92.98636,5,10.6,3.0,2.0,-11.0,0.07,0.039,0.139,0.657,0.1
6304,Jeff Adrien,11,25.0,201.0,111.0,23,2.5,2.5,0.4,-1.3,0.133,0.206,0.163,0.457,0.075
6716,Jeff Adrien,12,26.0,201.0,111.0,8,2.6,2.8,0.1,-9.3,0.083,0.239,0.166,0.493,0.034
7389,Jeff Adrien,13,27.0,201.0,111.0,52,4.0,3.8,0.7,-8.0,0.106,0.213,0.157,0.493,0.0819999999999999
7730,Jeff Adrien,14,28.0,201.0,111.0,53,6.8,5.8,0.7,-3.7,0.1169999999999999,0.26,0.168,0.5529999999999999,0.064
8583,Jeff Adrien,15,29.0,201.0,111.0,17,3.5,4.5,0.9,-4.8,0.107,0.278,0.1369999999999999,0.494,0.104
6159,Jeff Ayres,10,23.0,205.74,108.86208,39,2.7,2.5,0.0,-6.9,0.081,0.2319999999999999,0.102,0.705,0.004
6717,Jeff Ayres,12,25.0,205.74,108.86208,20,1.7,1.7,0.2,-0.8,0.111,0.2189999999999999,0.1689999999999999,0.435,0.063
7388,Jeff Ayres,13,26.0,205.74,113.398,37,3.9,2.8,0.4,9.6,0.088,0.201,0.191,0.5329999999999999,0.068
7731,Jeff Ayres,14,27.0,205.74,113.398,73,3.3,3.5,0.8,7.0,0.115,0.193,0.123,0.605,0.085
8582,Jeff Ayres,15,28.0,205.74,113.398,51,2.7,2.3,0.3,-7.9,0.105,0.24,0.161,0.618,0.061
8715,Jeff Ayres,16,29.0,205.74,113.398,17,1.8,1.3,0.3,-18.2,0.042,0.17,0.142,0.585,0.078
11827,Jeff Dowtin,22,25.0,190.5,80.28578399999998,9,2.1,2.0,1.1,-12.3,0.065,0.0969999999999999,0.119,0.353,0.139
12827,Jeff Dowtin Jr.,23,26.0,190.5,80.28578399999998,25,2.4,0.9,1.2,-0.6,0.022,0.069,0.106,0.5,0.154
6718,Jeff Foote,12,24.0,213.36,120.20188,4,1.0,1.5,0.0,0.6,0.04,0.147,0.0969999999999999,0.3329999999999999,0.0
1460,Jeff Foster,0,23.0,210.82,107.954896,19,2.3,1.7,0.3,-6.3,0.15,0.247,0.1669999999999999,0.632,0.088
1762,Jeff Foster,1,24.0,210.82,109.769264,71,3.5,5.5,0.5,4.1,0.144,0.236,0.121,0.492,0.047
2487,Jeff Foster,2,25.0,210.82,109.769264,82,5.7,6.8,0.9,0.3,0.131,0.216,0.14,0.493,0.062
3002,Jeff Foster,3,26.0,210.82,109.769264,77,2.1,3.6,0.7,0.9,0.157,0.237,0.133,0.3939999999999999,0.1009999999999999
3227,Jeff Foster,4,27.0,210.82,109.769264,82,6.1,7.4,0.8,12.6,0.146,0.215,0.1169999999999999,0.578,0.051
3910,Jeff Foster,5,28.0,210.82,109.769264,61,7.0,9.0,0.7,7.7,0.151,0.246,0.132,0.551,0.047
4070,Jeff Foster,6,29.0,210.82,113.398,63,5.9,9.1,0.8,2.6,0.166,0.256,0.1119999999999999,0.581,0.05
4861,Jeff Foster,7,30.0,210.82,113.398,75,4.3,8.1,0.8,-1.3,0.161,0.248,0.099,0.513,0.049
5191,Jeff Foster,8,31.0,210.82,113.398,77,6.4,8.7,1.7,-0.7,0.145,0.242,0.115,0.568,0.103
5376,Jeff Foster,9,32.0,210.82,113.398,74,6.1,6.9,1.8,1.8,0.13,0.18,0.12,0.542,0.099
6157,Jeff Foster,10,33.0,210.82,113.398,16,3.1,5.1,1.3,-1.3,0.15,0.205,0.107,0.49,0.118
6279,Jeff Foster,11,34.0,210.82,113.398,56,3.3,6.3,0.8,3.3,0.177,0.226,0.099,0.497,0.073
6719,Jeff Foster,12,35.0,210.82,113.398,11,2.3,3.8,0.4,7.1,0.15,0.205,0.093,0.569,0.051
93,Jeff Grayer,97,31.0,195.58,95.25432,25,3.6,1.5,1.0,0.7,0.077,0.067,0.154,0.496,0.124
816,Jeff Grayer,98,32.0,195.58,95.25432,5,2.0,0.8,0.4,-7.3,0.0,0.1,0.19,0.455,0.118
5190,Jeff Green,8,21.0,205.74,106.59412,80,10.5,4.7,1.5,-11.0,0.05,0.136,0.195,0.491,0.0819999999999999
5377,Jeff Green,9,22.0,205.74,106.59412,78,16.5,6.7,2.0,-8.0,0.047,0.1639999999999999,0.211,0.536,0.09
6156,Jeff Green,10,23.0,205.74,106.59412,82,15.1,6.0,1.6,2.0,0.043,0.141,0.193,0.53,0.071
6307,Jeff Green,11,24.0,205.74,106.59412,75,13.3,4.8,1.4,1.3,0.037,0.138,0.195,0.5379999999999999,0.075
7387,Jeff Green,13,26.0,205.74,106.59412,81,12.8,3.9,1.6,0.0,0.03,0.132,0.22,0.561,0.1
7732,Jeff Green,14,27.0,205.74,106.59412,82,16.9,4.6,1.7,-7.3,0.021,0.136,0.2339999999999999,0.52,0.085
8581,Jeff Green,15,28.0,205.74,106.59412,78,15.0,4.2,1.7,-3.2,0.0289999999999999,0.122,0.221,0.534,0.089
8689,Jeff Green,16,29.0,205.74,106.59412,80,11.7,4.2,1.7,-0.1,0.038,0.132,0.207,0.51,0.102
9442,Jeff Green,17,30.0,205.74,106.59412,69,9.2,3.1,1.2,-9.1,0.027,0.125,0.204,0.505,0.089
9998,Jeff Green,18,31.0,205.74,106.59412,78,10.8,3.2,1.3,3.7,0.034,0.095,0.19,0.5870000000000001,0.081
10176,Jeff Green,19,32.0,205.74,106.59412,77,12.3,4.0,1.8,-2.0,0.027,0.1169999999999999,0.174,0.608,0.093
10649,Jeff Green,20,33.0,203.2,106.59412,48,9.4,2.8,1.0,-3.8,0.024,0.108,0.188,0.59,0.0819999999999999
11239,Jeff Green,21,34.0,203.2,106.59412,68,11.0,3.9,1.6,3.3,0.019,0.1159999999999999,0.154,0.624,0.08
11826,Jeff Green,22,35.0,203.2,106.59412,75,10.3,3.1,1.3,1.8,0.024,0.1,0.16,0.627,0.071
12828,Jeff Green,23,36.0,203.2,106.59412,56,7.8,2.6,1.2,-8.0,0.035,0.096,0.1669999999999999,0.5760000000000001,0.095
1336,Jeff Hornacek,0,37.0,193.04,86.18248,77,12.4,2.4,2.6,7.3,0.0279999999999999,0.074,0.196,0.59,0.151
94,Jeff Hornacek,97,34.0,193.04,86.18248,82,14.5,2.9,4.4,14.4,0.031,0.0819999999999999,0.2,0.596,0.21
815,Jeff Hornacek,98,35.0,193.04,86.18248,80,14.2,3.4,4.4,9.4,0.035,0.095,0.204,0.5870000000000001,0.2289999999999999
1241,Jeff Hornacek,99,36.0,193.04,86.18248,48,12.2,3.3,4.0,11.6,0.03,0.099,0.196,0.575,0.231
1373,Jeff McInnis,0,25.0,193.04,86.18248,25,7.2,2.9,3.6,-15.0,0.031,0.107,0.162,0.465,0.245
1761,Jeff McInnis,1,26.0,193.04,80.73937600000001,81,12.9,2.7,5.5,-5.5,0.017,0.071,0.183,0.521,0.27
2486,Jeff McInnis,2,27.0,193.04,81.19296800000001,81,14.6,2.6,6.2,-2.1,0.017,0.061,0.204,0.486,0.2769999999999999
3001,Jeff McInnis,3,28.0,193.04,81.19296800000001,75,5.8,1.3,2.3,-5.8,0.019,0.072,0.183,0.477,0.222
3226,Jeff McInnis,4,29.0,193.04,81.19296800000001,70,11.8,2.5,6.1,-0.4,0.016,0.069,0.179,0.511,0.29
3909,Jeff McInnis,5,30.0,193.04,81.19296800000001,76,12.8,2.1,5.1,-0.3,0.0139999999999999,0.057,0.187,0.495,0.237
4100,Jeff McInnis,6,31.0,193.04,81.19296800000001,28,5.3,1.8,1.9,-16.2,0.027,0.1009999999999999,0.181,0.478,0.212
4860,Jeff McInnis,7,32.0,193.04,86.18248,38,4.3,1.6,3.3,-7.5,0.024,0.087,0.156,0.423,0.276
5189,Jeff McInnis,8,33.0,193.04,86.18248,54,4.5,1.8,4.1,-7.5,0.0139999999999999,0.069,0.113,0.461,0.239
73,Jeff McInnis,97,22.0,193.04,86.18248,13,5.0,0.5,1.4,-17.8,0.021,0.04,0.259,0.609,0.327
1242,Jeff McInnis,99,24.0,193.04,86.18248,35,3.7,0.6,2.1,-8.5,0.023,0.035,0.193,0.444,0.317
814,Jeff Nordgaard,98,25.0,200.66,102.0582,13,1.4,1.1,0.2,4.4,0.071,0.2269999999999999,0.1989999999999999,0.41,0.086
1244,Jeff Sheppard,99,24.0,190.5,86.18248,17,2.4,1.3,0.9,-2.9,0.036,0.098,0.13,0.447,0.157
6155,Jeff Teague,10,22.0,187.96,81.64656,71,3.2,0.9,1.7,-2.0,0.008,0.106,0.183,0.4589999999999999,0.258
6278,Jeff Teague,11,23.0,187.96,81.64656,70,5.2,1.5,2.0,-2.7,0.0139999999999999,0.113,0.1989999999999999,0.521,0.236
6720,Jeff Teague,12,24.0,187.96,82.10015200000001,66,12.6,2.4,4.9,5.4,0.011,0.074,0.19,0.551,0.231
7386,Jeff Teague,13,25.0,187.96,82.10015200000001,80,14.6,2.3,7.2,1.3,0.011,0.067,0.2289999999999999,0.5429999999999999,0.348
7733,Jeff Teague,14,26.0,187.96,82.10015200000001,79,16.5,2.6,6.7,1.6,0.015,0.078,0.253,0.541,0.347
8580,Jeff Teague,15,27.0,187.96,82.10015200000001,73,15.9,2.5,7.0,8.6,0.016,0.076,0.25,0.5660000000000001,0.367
8702,Jeff Teague,16,28.0,187.96,84.368112,79,15.7,2.7,5.9,1.5,0.016,0.083,0.263,0.551,0.341
9454,Jeff Teague,17,29.0,187.96,84.368112,82,15.3,4.0,7.8,1.2,0.0139999999999999,0.123,0.221,0.574,0.359
10014,Jeff Teague,18,30.0,187.96,85.728888,70,14.2,3.0,7.0,2.7,0.011,0.081,0.201,0.5529999999999999,0.298
10177,Jeff Teague,19,31.0,187.96,88.45044,42,12.1,2.5,8.2,-0.1,0.012,0.067,0.186,0.528,0.366
10657,Jeff Teague,20,32.0,190.5,88.45044,59,10.9,2.4,5.2,-5.7,0.017,0.074,0.192,0.557,0.306
11240,Jeff Teague,21,33.0,190.5,88.45044,55,6.7,1.6,2.4,2.8,0.016,0.074,0.174,0.562,0.182
2485,Jeff Trepagnier,2,22.0,193.04,90.7184,12,1.5,1.0,1.0,3.6,0.046,0.127,0.203,0.345,0.255
3000,Jeff Trepagnier,3,23.0,193.04,90.7184,8,5.6,2.0,0.8,-3.9,0.0819999999999999,0.094,0.218,0.522,0.105
3225,Jeff Trepagnier,4,24.0,193.04,90.7184,11,2.3,1.4,0.4,-13.9,0.065,0.106,0.215,0.308,0.075
7734,Jeff Withey,14,24.0,213.36,106.59412,58,3.3,2.6,0.4,2.1,0.085,0.1669999999999999,0.121,0.59,0.057
8579,Jeff Withey,15,25.0,213.36,100.697424,37,2.6,1.7,0.3,-5.4,0.1009999999999999,0.1969999999999999,0.175,0.57,0.07
8688,Jeff Withey,16,26.0,213.36,104.779752,51,4.3,3.4,0.4,4.4,0.102,0.209,0.153,0.5770000000000001,0.051
9501,Jeff Withey,17,27.0,213.36,104.779752,51,2.9,2.4,0.1,-0.2,0.135,0.18,0.145,0.588,0.025
9999,Jeff Withey,18,28.0,213.36,104.32616,10,1.5,1.0,0.0,25.0,0.023,0.22,0.2,0.444,0.0
7385,Jeffery Taylor,13,24.0,200.66,102.0582,77,6.1,1.9,0.8,-8.9,0.038,0.075,0.15,0.531,0.072
7735,Jeffery Taylor,14,25.0,200.66,102.0582,26,8.0,2.3,0.8,-6.9,0.026,0.087,0.187,0.436,0.06
8578,Jeffery Taylor,15,26.0,200.66,102.0582,29,4.4,1.8,0.8,-13.6,0.034,0.104,0.165,0.481,0.093
1374,Jelani McCoy,0,22.0,208.28,111.13004,58,4.3,3.1,0.4,0.3,0.08,0.18,0.156,0.574,0.051
1760,Jelani McCoy,1,23.0,208.28,111.13004,70,4.5,3.6,0.8,-4.2,0.091,0.153,0.155,0.52,0.0819999999999999
2484,Jelani McCoy,2,24.0,208.28,111.13004,21,1.2,1.2,0.3,-14.8,0.092,0.185,0.148,0.53,0.109
2999,Jelani McCoy,3,25.0,208.28,115.66596,67,6.8,5.3,0.6,-12.5,0.076,0.225,0.185,0.507,0.0579999999999999
3224,Jelani McCoy,4,26.0,208.28,111.13004,2,0.0,2.0,0.0,-38.3,0.111,0.25,0.03,0.0,0.0
3908,Jelani McCoy,5,27.0,208.28,111.13004,10,1.5,2.1,0.0,1.8,0.103,0.165,0.114,0.493,0.0
5188,Jelani McCoy,8,30.0,208.28,111.13004,6,0.5,1.2,0.0,-18.1,0.038,0.222,0.081,0.7979999999999999,0.0
1257,Jelani McCoy,99,21.0,208.28,111.13004,26,5.1,3.0,0.2,-6.6,0.096,0.171,0.147,0.7040000000000001,0.023
10178,Jemerrio Jones,19,24.0,195.58,78.92500799999999,6,4.5,8.2,2.2,10.7,0.1,0.198,0.108,0.3979999999999999,0.115
11984,Jemerrio Jones,22,27.0,195.58,79.3786,2,2.0,1.5,0.0,-38.0,0.118,0.0559999999999999,0.083,0.667,0.0
813,Jerald Honeycutt,98,23.0,205.74,115.212368,38,6.4,2.4,0.9,2.1,0.0579999999999999,0.149,0.245,0.497,0.111
1245,Jerald Honeycutt,99,24.0,205.74,115.212368,16,1.9,0.8,0.2,-10.6,0.0289999999999999,0.11,0.2,0.412,0.067
8577,Jerami Grant,15,21.0,203.2,95.25432,65,6.3,3.0,1.2,-6.0,0.037,0.12,0.1639999999999999,0.47,0.095
8672,Jerami Grant,16,22.0,203.2,95.25432,77,9.7,4.7,1.8,-9.1,0.051,0.139,0.183,0.506,0.106
9469,Jerami Grant,17,23.0,205.74,95.25432,80,5.5,2.6,0.6,-5.4,0.027,0.122,0.123,0.556,0.044
10029,Jerami Grant,18,24.0,205.74,99.79024,81,8.4,3.9,0.7,1.7,0.05,0.14,0.161,0.607,0.055
10179,Jerami Grant,19,25.0,205.74,99.79024,80,13.6,5.2,1.0,5.4,0.032,0.118,0.15,0.5920000000000001,0.04
10656,Jerami Grant,20,26.0,203.2,95.25432,71,12.0,3.5,1.2,-2.1,0.031,0.099,0.177,0.591,0.068
11242,Jerami Grant,21,27.0,203.2,95.25432,54,22.3,4.6,2.8,-3.2,0.018,0.118,0.278,0.556,0.145
12020,Jerami Grant,22,28.0,203.2,95.25432,47,19.2,4.1,2.4,-7.8,0.017,0.108,0.253,0.556,0.13
12829,Jerami Grant,23,29.0,203.2,95.25432,63,20.5,4.5,2.4,-1.2,0.025,0.104,0.2269999999999999,0.606,0.103
8576,Jerel McNeal,15,28.0,190.5,90.7184,6,1.5,0.5,0.3,-7.1,0.0,0.107,0.217,0.379,0.118
10655,Jeremiah Martin,20,24.0,187.96,83.91452,9,7.1,1.1,2.0,-8.4,0.01,0.089,0.268,0.541,0.3
11257,Jeremiah Martin,21,25.0,187.96,83.91452,9,2.4,0.8,0.4,-16.7,0.021,0.065,0.22,0.313,0.091
12111,Jeremiah Robinson-Earl,22,21.0,203.2,109.769264,49,7.5,5.6,1.0,-9.8,0.061,0.172,0.152,0.526,0.069
12830,Jeremiah Robinson-Earl,23,22.0,203.2,108.86208,43,6.8,4.2,1.0,-0.9,0.0819999999999999,0.129,0.143,0.5479999999999999,0.069
6309,Jeremy Evans,11,23.0,205.74,88.904032,49,3.6,2.0,0.5,-2.8,0.1,0.163,0.148,0.6779999999999999,0.09
6721,Jeremy Evans,12,24.0,205.74,87.996848,29,2.1,1.7,0.4,-9.7,0.102,0.156,0.1119999999999999,0.632,0.099
7384,Jeremy Evans,13,25.0,205.74,87.996848,37,2.0,1.6,0.3,4.4,0.131,0.162,0.13,0.6409999999999999,0.076
7736,Jeremy Evans,14,26.0,205.74,89.357624,66,6.1,4.7,0.7,-7.4,0.113,0.185,0.154,0.5489999999999999,0.061
8575,Jeremy Evans,15,27.0,205.74,90.7184,38,2.4,1.9,0.3,6.2,0.118,0.177,0.131,0.636,0.084
8660,Jeremy Evans,16,28.0,205.74,90.7184,30,2.4,1.8,0.1,-4.5,0.047,0.1669999999999999,0.1159999999999999,0.62,0.013
10028,Jeremy Evans,18,30.0,205.74,90.7184,1,2.0,1.0,0.0,-23.1,0.143,0.0,0.143,1.0,0.0
7383,Jeremy Lamb,13,21.0,195.58,81.64656,23,3.1,0.8,0.2,-13.7,0.035,0.098,0.252,0.479,0.063
7711,Jeremy Lamb,14,22.0,195.58,83.91452,78,8.5,2.4,1.5,8.1,0.021,0.118,0.203,0.522,0.123
8574,Jeremy Lamb,15,23.0,195.58,83.91452,47,6.3,2.3,0.9,-6.3,0.013,0.1669999999999999,0.218,0.5379999999999999,0.125
8661,Jeremy Lamb,16,24.0,195.58,83.91452,66,8.8,3.8,1.2,5.9,0.039,0.18,0.2189999999999999,0.529,0.111
9470,Jeremy Lamb,17,25.0,195.58,83.91452,62,9.7,4.3,1.2,-1.1,0.0289999999999999,0.2239999999999999,0.235,0.55,0.113
10027,Jeremy Lamb,18,26.0,195.58,83.91452,80,12.9,4.1,2.3,1.3,0.024,0.14,0.22,0.5589999999999999,0.154
10180,Jeremy Lamb,19,27.0,195.58,83.91452,79,15.3,5.5,2.2,0.7,0.027,0.159,0.22,0.552,0.119
10652,Jeremy Lamb,20,28.0,195.58,81.64656,46,12.5,4.3,2.1,-0.9,0.019,0.135,0.195,0.547,0.107
11243,Jeremy Lamb,21,29.0,195.58,81.64656,36,10.1,3.6,1.5,-0.3,0.032,0.1369999999999999,0.18,0.5870000000000001,0.094
12022,Jeremy Lamb,22,30.0,195.58,81.64656,56,7.3,2.8,1.4,0.6,0.026,0.134,0.1889999999999999,0.521,0.124
6310,Jeremy Lin,11,22.0,190.5,90.7184,29,2.6,1.2,1.4,2.5,0.043,0.0969999999999999,0.155,0.4579999999999999,0.207
6722,Jeremy Lin,12,23.0,190.5,90.7184,35,14.6,3.1,6.2,6.1,0.023,0.106,0.2739999999999999,0.552,0.382
7382,Jeremy Lin,13,24.0,190.5,90.7184,82,13.4,3.0,6.1,2.4,0.0139999999999999,0.091,0.208,0.5379999999999999,0.29
7737,Jeremy Lin,14,25.0,190.5,90.7184,71,12.5,2.6,4.1,5.1,0.019,0.076,0.2019999999999999,0.5720000000000001,0.2289999999999999
8573,Jeremy Lin,15,26.0,190.5,90.7184,74,11.2,2.6,4.6,-6.7,0.015,0.1009999999999999,0.217,0.539,0.2789999999999999
8662,Jeremy Lin,16,27.0,190.5,90.7184,78,11.7,3.2,3.0,2.7,0.022,0.111,0.22,0.534,0.192
9471,Jeremy Lin,17,28.0,190.5,90.7184,36,14.5,3.8,5.1,-2.9,0.013,0.146,0.259,0.5660000000000001,0.3379999999999999
10026,Jeremy Lin,18,29.0,190.5,90.7184,1,18.0,0.0,4.0,-9.5,0.0,0.0,0.254,0.597,0.235
10181,Jeremy Lin,19,30.0,190.5,90.7184,74,9.6,2.4,3.1,-5.1,0.0139999999999999,0.102,0.213,0.5579999999999999,0.249
6723,Jeremy Pargo,12,26.0,187.96,99.336648,44,2.9,0.8,1.3,-15.7,0.0289999999999999,0.069,0.213,0.389,0.23
7393,Jeremy Pargo,13,27.0,187.96,99.336648,39,6.8,1.3,2.4,-10.4,0.013,0.077,0.228,0.478,0.254
10651,Jeremy Pargo,20,34.0,187.96,99.336648,3,8.3,1.0,2.7,2.4,0.024,0.048,0.268,0.557,0.308
4859,Jeremy Richardson,7,23.0,200.66,88.45044,6,1.3,0.3,0.0,-5.6,0.071,0.067,0.142,0.667,0.0
5187,Jeremy Richardson,8,24.0,200.66,88.45044,27,1.5,0.3,0.1,-22.7,0.008,0.079,0.174,0.457,0.0279999999999999
5358,Jeremy Richardson,9,25.0,200.66,88.45044,12,3.1,1.2,0.3,-16.4,0.009,0.146,0.261,0.358,0.067
12832,Jeremy Sochan,23,20.0,203.2,104.32616,56,11.0,5.3,2.5,-7.0,0.06,0.14,0.195,0.509,0.132
6724,Jeremy Tyler,12,21.0,208.28,117.93392,42,4.9,3.3,0.4,-9.9,0.1009999999999999,0.18,0.211,0.442,0.044
7408,Jeremy Tyler,13,22.0,208.28,117.93392,21,1.0,1.0,0.0,7.0,0.1,0.226,0.216,0.413,0.0279999999999999
7710,Jeremy Tyler,14,23.0,208.28,113.398,41,3.6,2.7,0.2,-4.6,0.11,0.216,0.187,0.532,0.032
8663,Jerian Grant,16,23.0,193.04,88.45044,76,5.6,1.9,2.3,-6.4,0.02,0.105,0.1889999999999999,0.479,0.236
9498,Jerian Grant,17,24.0,193.04,89.811216,63,5.9,1.8,1.9,2.6,0.018,0.1,0.163,0.555,0.172
10025,Jerian Grant,18,25.0,193.04,89.811216,74,8.4,2.3,4.6,-7.1,0.017,0.084,0.172,0.528,0.314
10182,Jerian Grant,19,26.0,193.04,92.98636,60,4.2,1.6,2.6,-7.3,0.019,0.083,0.13,0.526,0.242
10654,Jerian Grant,20,27.0,193.04,89.811216,6,4.5,1.0,1.5,-3.6,0.022,0.0559999999999999,0.166,0.449,0.161
12213,Jericho Sims,22,23.0,205.74,113.398,41,2.2,4.1,0.5,6.5,0.108,0.187,0.068,0.674,0.054
12842,Jericho Sims,23,24.0,208.28,113.398,52,3.4,4.7,0.5,-6.7,0.1169999999999999,0.175,0.074,0.78,0.044
1427,Jermaine Jackson,0,24.0,195.58,92.532768,7,1.0,1.6,0.6,3.6,0.019,0.154,0.132,0.241,0.083
2491,Jermaine Jackson,2,26.0,195.58,92.532768,24,2.4,1.1,2.4,-3.0,0.012,0.103,0.113,0.542,0.3279999999999999
2998,Jermaine Jackson,3,27.0,195.58,92.532768,53,2.3,1.1,1.4,-11.2,0.04,0.081,0.143,0.451,0.228
3907,Jermaine Jackson,5,29.0,195.58,92.532768,21,2.0,1.1,1.1,-9.1,0.016,0.1159999999999999,0.105,0.542,0.186
4099,Jermaine Jackson,6,30.0,195.58,92.532768,30,1.2,0.9,0.8,-24.2,0.049,0.104,0.106,0.544,0.217
1375,Jermaine O'Neal,0,21.0,210.82,102.511792,70,3.9,3.3,0.3,2.9,0.1369999999999999,0.173,0.1669999999999999,0.515,0.036
1757,Jermaine O'Neal,1,22.0,210.82,102.511792,81,12.9,9.8,1.2,0.7,0.111,0.22,0.214,0.501,0.066
2501,Jermaine O'Neal,2,23.0,210.82,109.769264,72,19.0,10.5,1.6,1.7,0.0819999999999999,0.225,0.251,0.521,0.079
2997,Jermaine O'Neal,3,24.0,210.82,109.769264,77,20.8,10.3,2.0,3.1,0.0819999999999999,0.225,0.264,0.539,0.105
3223,Jermaine O'Neal,4,25.0,210.82,109.769264,78,20.1,10.0,2.1,8.3,0.08,0.247,0.3,0.489,0.119
3906,Jermaine O'Neal,5,26.0,210.82,109.769264,44,24.3,8.8,1.9,0.3,0.066,0.225,0.36,0.52,0.124
4098,Jermaine O'Neal,6,27.0,210.82,117.93392,51,20.1,9.3,2.6,2.3,0.068,0.226,0.291,0.53,0.148
4858,Jermaine O'Neal,7,28.0,210.82,117.93392,69,19.4,9.6,2.4,-0.5,0.07,0.236,0.284,0.5,0.128
5186,Jermaine O'Neal,8,29.0,210.82,117.93392,42,13.6,6.7,2.2,-1.3,0.071,0.188,0.248,0.489,0.13
5378,Jermaine O'Neal,9,30.0,210.82,117.026736,68,13.3,6.4,1.8,-3.3,0.076,0.179,0.239,0.522,0.105
6154,Jermaine O'Neal,10,31.0,210.82,115.66596,70,13.6,6.9,1.3,5.1,0.075,0.21,0.2289999999999999,0.563,0.078
6311,Jermaine O'Neal,11,32.0,210.82,115.66596,24,5.4,3.7,0.5,3.9,0.076,0.161,0.176,0.504,0.046
6725,Jermaine O'Neal,12,33.0,210.82,115.66596,25,5.0,5.4,0.4,2.0,0.08,0.196,0.133,0.4679999999999999,0.0289999999999999
7421,Jermaine O'Neal,13,34.0,210.82,115.66596,55,8.3,5.3,0.8,-6.8,0.093,0.2289999999999999,0.221,0.5379999999999999,0.074
7708,Jermaine O'Neal,14,35.0,210.82,115.66596,44,7.9,5.5,0.6,3.5,0.111,0.187,0.184,0.57,0.045
72,Jermaine O'Neal,97,18.0,210.82,102.511792,45,4.1,2.8,0.2,1.3,0.099,0.198,0.1989999999999999,0.494,0.03
812,Jermaine O'Neal,98,19.0,210.82,102.511792,60,4.5,3.4,0.3,-0.1,0.1169999999999999,0.165,0.181,0.498,0.037
1246,Jermaine O'Neal,99,20.0,210.82,102.511792,36,2.5,2.7,0.4,-7.7,0.148,0.188,0.1639999999999999,0.457,0.07
6153,Jermaine Taylor,10,23.0,193.04,95.25432,31,4.1,1.5,0.5,-20.7,0.068,0.103,0.223,0.46,0.096
6312,Jermaine Taylor,11,24.0,193.04,95.25432,34,6.6,1.8,0.9,-10.1,0.061,0.088,0.226,0.535,0.105
5185,Jermareo Davidson,8,23.0,208.28,104.32616,38,3.2,1.6,0.3,-11.3,0.071,0.144,0.22,0.437,0.077
5356,Jermareo Davidson,9,24.0,208.28,104.32616,14,3.0,2.4,0.1,-5.0,0.08,0.226,0.173,0.494,0.016
71,Jerome Allen,97,24.0,193.04,83.46092800000001,76,3.0,1.3,2.0,-3.7,0.031,0.088,0.154,0.449,0.264
3222,Jerome Beasley,4,24.0,205.74,107.501304,2,1.0,0.5,0.0,40.4,0.0,0.143,0.2789999999999999,0.3329999999999999,0.0
6726,Jerome Dyson,12,25.0,190.5,81.64656,9,7.4,2.1,2.0,3.3,0.013,0.093,0.228,0.525,0.2019999999999999
2502,Jerome James,2,26.0,215.9,123.377024,56,5.3,4.1,0.4,9.7,0.1159999999999999,0.161,0.183,0.498,0.036
2996,Jerome James,3,27.0,215.9,123.377024,51,5.4,4.2,0.5,2.1,0.124,0.208,0.216,0.506,0.064
3221,Jerome James,4,28.0,215.9,123.377024,65,5.0,3.5,0.5,3.2,0.0969999999999999,0.17,0.184,0.535,0.053
3905,Jerome James,5,29.0,215.9,123.377024,80,4.9,3.0,0.2,-2.4,0.075,0.147,0.163,0.5329999999999999,0.024
4097,Jerome James,6,30.0,215.9,127.00576,44,3.1,2.1,0.3,-19.0,0.11,0.162,0.211,0.494,0.0579999999999999
4857,Jerome James,7,31.0,215.9,127.00576,41,1.9,1.6,0.1,-13.2,0.08,0.176,0.186,0.437,0.023
5196,Jerome James,8,32.0,215.9,129.27372,2,2.0,1.5,0.0,52.2,0.0,0.6,0.19,1.064,0.0
5353,Jerome James,9,33.0,215.9,129.27372,2,3.0,1.5,0.0,-3.8,0.111,0.25,0.395,0.375,0.0
1247,Jerome James,99,23.0,215.9,136.0776,16,1.5,1.1,0.1,-20.5,0.118,0.268,0.3379999999999999,0.41,0.053
6697,Jerome Jordan,12,25.0,213.36,108.86208,21,2.0,1.3,0.2,11.8,0.143,0.143,0.157,0.561,0.051
8572,Jerome Jordan,15,28.0,213.36,114.758776,44,3.1,2.4,0.3,-12.2,0.148,0.154,0.157,0.609,0.06
1376,Jerome Kersey,0,38.0,200.66,111.13004,72,4.5,3.1,1.0,6.4,0.051,0.138,0.149,0.431,0.086
1758,Jerome Kersey,1,39.0,200.66,97.52228,22,3.3,2.0,0.7,1.3,0.036,0.196,0.15,0.473,0.098
59,Jerome Kersey,97,35.0,200.66,108.86208,70,6.8,5.2,1.3,4.1,0.072,0.1639999999999999,0.145,0.475,0.077
