,player_name,season,age,player_height,player_weight,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct
3791,Cuttino Mobley,5,29.0,193.04,97.52228,66,17.2,3.5,2.8,0.9,0.021,0.087,0.214,0.555,0.122
4397,Cuttino Mobley,6,30.0,193.04,97.52228,79,14.8,4.3,3.0,2.6,0.02,0.108,0.1969999999999999,0.519,0.129
4482,Cuttino Mobley,7,31.0,193.04,97.52228,78,13.8,3.4,2.5,-0.4,0.022,0.09,0.184,0.546,0.1169999999999999
5072,Cuttino Mobley,8,32.0,193.04,97.52228,77,12.8,3.6,2.6,-7.8,0.022,0.099,0.185,0.514,0.131
5722,Cuttino Mobley,9,33.0,193.04,97.52228,11,13.7,2.6,1.1,-9.0,0.025,0.066,0.212,0.491,0.055
904,Cuttino Mobley,99,23.0,193.04,86.18248,49,9.9,2.3,2.5,3.7,0.019,0.067,0.174,0.537,0.1369999999999999
8782,D'Angelo Russell,16,20.0,195.58,88.45044,80,13.2,3.4,3.3,-13.0,0.021,0.113,0.241,0.507,0.213
9321,D'Angelo Russell,17,21.0,195.58,88.45044,63,15.6,3.5,4.8,-8.7,0.018,0.12,0.267,0.518,0.2689999999999999
9845,D'Angelo Russell,18,22.0,195.58,88.45044,48,15.5,3.9,5.2,-7.2,0.023,0.122,0.295,0.509,0.348
10350,D'Angelo Russell,19,23.0,195.58,89.811216,81,21.1,3.9,7.0,0.2,0.02,0.099,0.311,0.5329999999999999,0.392
10931,D'Angelo Russell,20,24.0,193.04,87.543256,45,23.1,3.9,6.3,-8.1,0.011,0.107,0.305,0.556,0.327
11422,D'Angelo Russell,21,25.0,193.04,87.543256,42,19.0,2.6,5.8,-7.0,0.012,0.077,0.283,0.555,0.3229999999999999
11939,D'Angelo Russell,22,26.0,193.04,87.543256,65,18.1,3.3,7.1,4.7,0.011,0.089,0.246,0.544,0.32
12626,D'Angelo Russell,23,27.0,193.04,87.543256,71,17.8,3.0,6.2,1.5,0.016,0.075,0.225,0.605,0.2739999999999999
5689,D.J. Augustin,9,21.0,182.88,81.64656,72,11.8,1.8,3.5,-1.3,0.011,0.076,0.208,0.5870000000000001,0.237
6045,D.J. Augustin,10,22.0,182.88,81.64656,80,6.4,1.2,2.4,0.2,0.009,0.068,0.179,0.516,0.2319999999999999
6347,D.J. Augustin,11,23.0,182.88,81.64656,82,14.4,2.7,6.1,-4.9,0.017,0.084,0.211,0.541,0.306
6703,D.J. Augustin,12,24.0,182.88,81.64656,48,11.1,2.3,6.4,-14.9,0.019,0.07,0.211,0.493,0.37
7362,D.J. Augustin,13,25.0,182.88,83.007336,76,4.7,1.2,2.2,-1.1,0.019,0.065,0.151,0.527,0.242
7840,D.J. Augustin,14,26.0,182.88,83.007336,71,13.1,1.8,4.4,1.1,0.009,0.067,0.2269999999999999,0.569,0.297
8463,D.J. Augustin,15,27.0,182.88,83.007336,82,9.5,2.0,4.3,-2.9,0.011,0.079,0.198,0.527,0.286
8783,D.J. Augustin,16,28.0,182.88,83.007336,62,7.5,1.5,3.2,-1.4,0.008,0.081,0.183,0.575,0.257
9320,D.J. Augustin,17,29.0,182.88,83.007336,78,7.9,1.5,2.7,-15.1,0.01,0.077,0.1989999999999999,0.524,0.237
9844,D.J. Augustin,18,30.0,182.88,83.007336,75,10.2,2.1,3.8,-3.8,0.016,0.072,0.182,0.615,0.251
10351,D.J. Augustin,19,31.0,182.88,83.007336,81,11.7,2.5,5.3,3.2,0.018,0.071,0.1689999999999999,0.616,0.258
10930,D.J. Augustin,20,32.0,180.34,83.007336,57,10.5,2.1,4.6,1.5,0.015,0.067,0.184,0.5539999999999999,0.281
11428,D.J. Augustin,21,33.0,180.34,83.007336,57,7.7,1.6,3.3,-1.8,0.017,0.063,0.1639999999999999,0.57,0.223
11931,D.J. Augustin,22,34.0,180.34,83.007336,55,5.3,1.2,1.9,-10.6,0.012,0.065,0.139,0.61,0.176
6702,D.J. Kennedy,12,22.0,195.58,97.068688,2,6.0,3.5,1.5,-32.7,0.018,0.111,0.13,0.466,0.088
9843,D.J. Wilson,18,22.0,208.28,107.047712,22,1.0,0.5,0.1,-30.7,0.0289999999999999,0.157,0.127,0.622,0.075
10352,D.J. Wilson,19,23.0,208.28,104.779752,48,5.8,4.6,1.1,4.9,0.047,0.174,0.141,0.515,0.08
10929,D.J. Wilson,20,24.0,208.28,104.779752,37,3.6,2.5,0.7,-6.3,0.031,0.181,0.175,0.475,0.104
11421,D.J. Wilson,21,25.0,208.28,104.779752,35,5.2,3.2,0.7,-11.3,0.042,0.1989999999999999,0.195,0.511,0.088
11921,D.J. Wilson,22,26.0,208.28,104.779752,4,7.5,4.0,1.3,-16.5,0.017,0.238,0.159,0.773,0.147
3790,DJ Mbenga,5,24.0,213.36,111.13004,15,1.0,0.5,0.0,-34.4,0.052,0.102,0.162,0.476,0.0
4396,DJ Mbenga,6,25.0,213.36,111.13004,43,1.7,1.3,0.0,0.1,0.103,0.18,0.1689999999999999,0.5379999999999999,0.0139999999999999
4481,DJ Mbenga,7,26.0,213.36,115.66596,21,0.8,0.5,0.3,-11.2,0.05,0.129,0.153,0.435,0.113
5073,DJ Mbenga,8,27.0,213.36,115.66596,42,2.0,1.7,0.2,1.8,0.086,0.151,0.136,0.465,0.044
5576,DJ Mbenga,9,28.0,213.36,115.66596,23,2.7,1.3,0.4,0.4,0.054,0.126,0.18,0.504,0.078
6046,DJ Mbenga,10,29.0,213.36,115.66596,49,2.1,1.8,0.2,-2.4,0.093,0.166,0.166,0.471,0.037
6348,DJ Mbenga,11,30.0,213.36,115.66596,41,1.4,2.1,0.1,-5.2,0.125,0.168,0.1119999999999999,0.518,0.032
7841,DJ Stephens,14,23.0,195.58,85.275296,3,2.3,1.7,0.0,-7.1,0.063,0.364,0.217,0.47,0.0
10353,DJ Stephens,19,28.0,195.58,85.275296,1,2.0,0.0,0.0,-23.2,0.0,0.0,0.13,0.5,0.0
5074,DJ Strawberry,8,23.0,195.58,91.171992,33,2.2,0.8,0.9,-3.2,0.034,0.073,0.1889999999999999,0.364,0.165
5449,DJ White,9,22.0,205.74,113.851592,7,8.9,4.6,0.9,-0.2,0.093,0.204,0.204,0.556,0.07
6075,DJ White,10,23.0,205.74,113.851592,12,4.9,1.9,0.3,3.5,0.123,0.148,0.203,0.65,0.069
6349,DJ White,11,24.0,205.74,113.851592,47,5.7,3.4,0.4,-2.7,0.077,0.1989999999999999,0.182,0.542,0.051
6701,DJ White,12,25.0,205.74,106.59412,58,6.8,3.6,0.8,-16.1,0.05,0.18,0.179,0.516,0.08
7363,DJ White,13,26.0,205.74,113.398,12,2.4,1.1,0.3,13.9,0.061,0.111,0.165,0.5379999999999999,0.07
7842,DJ White,14,27.0,205.74,113.398,2,0.0,1.0,0.0,-14.6,0.0,0.4,0.04,0.0,0.0
6074,DaJuan Summers,10,22.0,203.2,108.86208,44,3.0,1.0,0.4,-13.7,0.038,0.099,0.183,0.457,0.07
6350,DaJuan Summers,11,23.0,203.2,108.86208,22,3.4,0.5,0.1,-4.6,0.013,0.062,0.217,0.476,0.017
6700,DaJuan Summers,12,24.0,203.2,108.86208,15,4.5,1.5,0.7,-8.3,0.045,0.094,0.173,0.493,0.083
7364,DaJuan Summers,13,25.0,203.2,108.86208,2,1.0,1.0,0.5,-6.7,0.0,0.3329999999999999,0.288,0.25,0.25
10928,DaQuan Jeffries,20,22.0,195.58,104.32616,13,3.8,1.4,0.5,3.0,0.021,0.105,0.129,0.586,0.06
11419,DaQuan Jeffries,21,23.0,195.58,104.32616,31,4.1,2.3,0.7,-4.5,0.036,0.103,0.114,0.514,0.059
11915,DaQuan Jeffries,22,24.0,195.58,100.697424,3,0.7,0.7,0.3,-10.5,0.0,0.25,0.091,0.5,0.1669999999999999
5075,Daequan Cook,8,21.0,195.58,92.98636,59,8.8,3.0,1.3,-11.7,0.016,0.134,0.1969999999999999,0.48,0.095
5450,Daequan Cook,9,22.0,195.58,95.25432,75,9.1,2.5,0.9,-0.3,0.012,0.111,0.182,0.512,0.062
6073,Daequan Cook,10,23.0,195.58,95.25432,45,5.0,1.8,1.0,-1.1,0.0139999999999999,0.118,0.1969999999999999,0.422,0.109
6351,Daequan Cook,11,24.0,195.58,95.25432,43,5.6,1.7,0.5,7.0,0.017,0.123,0.16,0.63,0.055
6699,Daequan Cook,12,25.0,195.58,95.25432,57,5.5,2.1,0.3,6.4,0.0139999999999999,0.125,0.15,0.509,0.024
7366,Daequan Cook,13,26.0,195.58,95.25432,49,2.8,1.2,0.4,-5.8,0.017,0.146,0.188,0.3979999999999999,0.072
3114,Dahntay Jones,4,23.0,198.12,95.25432,20,1.8,1.2,0.6,-11.2,0.052,0.122,0.21,0.311,0.138
3789,Dahntay Jones,5,24.0,198.12,95.25432,52,4.5,1.3,0.4,1.0,0.02,0.11,0.181,0.534,0.059
4408,Dahntay Jones,6,25.0,198.12,95.25432,71,4.0,1.5,0.5,-6.7,0.024,0.108,0.177,0.462,0.075
4480,Dahntay Jones,7,26.0,198.12,95.25432,78,7.5,2.0,0.9,-3.6,0.035,0.079,0.174,0.542,0.066
5076,Dahntay Jones,8,27.0,198.12,95.25432,25,3.2,1.4,0.5,0.2,0.04,0.149,0.19,0.537,0.103
5451,Dahntay Jones,9,28.0,198.12,95.25432,79,5.4,2.1,1.0,-1.0,0.048,0.089,0.151,0.5329999999999999,0.083
6072,Dahntay Jones,10,29.0,198.12,95.25432,76,10.2,3.0,2.0,-5.3,0.0279999999999999,0.107,0.201,0.527,0.133
6352,Dahntay Jones,11,30.0,198.12,95.25432,45,6.3,1.4,0.7,-1.8,0.008,0.119,0.2189999999999999,0.5579999999999999,0.103
6698,Dahntay Jones,12,31.0,198.12,102.0582,65,5.3,1.8,1.0,-4.0,0.024,0.106,0.162,0.5329999999999999,0.106
7378,Dahntay Jones,13,32.0,198.12,102.0582,78,3.4,1.3,0.6,-1.8,0.027,0.0819999999999999,0.14,0.482,0.07
8462,Dahntay Jones,15,34.0,198.12,102.0582,33,0.6,0.3,0.1,-23.0,0.008,0.093,0.103,0.406,0.027
8784,Dahntay Jones,16,35.0,198.12,102.0582,1,13.0,5.0,2.0,-6.1,0.0279999999999999,0.114,0.157,0.4639999999999999,0.067
9319,Dahntay Jones,17,36.0,198.12,102.0582,1,9.0,2.0,1.0,4.3,0.077,0.091,0.414,0.461,0.2
10354,Dairis Bertans,19,29.0,193.04,90.7184,12,2.8,0.8,0.8,-15.0,0.011,0.036,0.12,0.362,0.078
11916,Daishen Nix,22,20.0,193.04,102.511792,24,3.2,1.4,1.7,-6.6,0.026,0.103,0.1669999999999999,0.48,0.208
12627,Daishen Nix,23,21.0,193.04,102.511792,57,4.0,1.7,2.3,-8.2,0.018,0.091,0.149,0.447,0.191
2891,Dajuan Wagner,3,20.0,190.5,90.7184,47,13.4,1.7,2.8,-9.5,0.016,0.051,0.238,0.466,0.1689999999999999
3113,Dajuan Wagner,4,21.0,187.96,90.7184,44,6.5,1.3,1.2,-7.9,0.013,0.077,0.2319999999999999,0.439,0.131
3788,Dajuan Wagner,5,22.0,187.96,90.7184,11,4.0,0.2,1.2,-6.7,0.0,0.026,0.295,0.3879999999999999,0.22
4479,Dajuan Wagner,7,24.0,190.5,90.7184,1,4.0,0.0,1.0,4.9,0.0,0.0,0.207,1.064,0.2
9842,Dakari Johnson,18,22.0,213.36,115.66596,31,1.8,1.1,0.3,10.9,0.099,0.111,0.139,0.575,0.083
11418,Dakota Mathias,21,25.0,193.04,90.7184,8,6.0,0.9,1.6,-10.6,0.0069999999999999,0.0409999999999999,0.166,0.474,0.157
11917,Dakota Mathias,22,26.0,193.04,90.7184,6,1.0,0.3,0.2,-25.4,0.0,0.154,0.15,0.5,0.125
11918,Dalano Banton,22,22.0,200.66,92.532768,64,3.2,1.9,1.5,1.5,0.048,0.124,0.159,0.4629999999999999,0.1969999999999999
12628,Dalano Banton,23,23.0,200.66,92.532768,31,4.6,1.5,1.2,-6.5,0.036,0.13,0.2289999999999999,0.505,0.2019999999999999
1654,Dale Davis,0,31.0,210.82,104.32616,74,10.0,9.9,0.9,4.7,0.138,0.235,0.166,0.537,0.046
2040,Dale Davis,1,32.0,210.82,114.305184,81,7.2,7.5,1.3,4.7,0.132,0.1969999999999999,0.134,0.524,0.073
2587,Dale Davis,2,33.0,210.82,114.305184,78,9.5,8.8,1.2,5.1,0.124,0.2019999999999999,0.138,0.551,0.06
2890,Dale Davis,3,34.0,210.82,114.305184,78,7.4,7.2,1.2,3.1,0.125,0.175,0.12,0.5660000000000001,0.064
3112,Dale Davis,4,35.0,210.82,114.305184,76,4.4,5.2,0.9,-4.9,0.11,0.171,0.103,0.505,0.067
3787,Dale Davis,5,36.0,210.82,114.305184,61,4.7,6.1,0.8,1.1,0.13,0.192,0.114,0.512,0.057
4395,Dale Davis,6,37.0,210.82,114.305184,28,0.9,1.9,0.2,-10.1,0.135,0.222,0.089,0.425,0.054
4478,Dale Davis,7,38.0,210.82,114.305184,46,1.8,3.0,0.3,5.0,0.141,0.184,0.1,0.486,0.0409999999999999
117,Dale Davis,97,28.0,210.82,104.32616,80,10.4,9.7,0.7,-0.2,0.138,0.215,0.159,0.532,0.04
687,Dale Davis,98,29.0,210.82,104.32616,78,8.0,7.8,0.9,10.1,0.134,0.193,0.14,0.546,0.049
906,Dale Davis,99,30.0,210.82,104.32616,50,8.0,8.3,0.4,6.9,0.1369999999999999,0.205,0.138,0.5589999999999999,0.025
1682,Dale Ellis,0,39.0,200.66,92.98636,42,4.2,1.3,0.3,4.8,0.027,0.091,0.148,0.54,0.038
118,Dale Ellis,97,36.0,200.66,97.52228,82,16.6,3.6,2.0,-9.1,0.039,0.074,0.214,0.537,0.1
686,Dale Ellis,98,37.0,200.66,97.52228,79,11.8,2.3,1.1,8.4,0.034,0.084,0.205,0.611,0.081
907,Dale Ellis,99,38.0,200.66,92.98636,48,10.3,2.4,0.8,-0.7,0.024,0.085,0.175,0.581,0.055
12629,Dalen Terry,23,20.0,200.66,88.45044,38,2.2,1.0,0.6,3.3,0.0559999999999999,0.1169999999999999,0.173,0.523,0.157
2039,Dalibor Bagaric,1,20.0,215.9,125.644984,35,1.3,1.6,0.3,-15.3,0.091,0.158,0.174,0.304,0.065
2588,Dalibor Bagaric,2,21.0,215.9,122.46984,50,3.7,3.2,0.5,-11.9,0.1,0.201,0.188,0.4429999999999999,0.059
2889,Dalibor Bagaric,3,22.0,215.9,131.54168,10,1.9,2.0,0.4,1.8,0.086,0.2,0.186,0.342,0.103
9331,Damian Jones,17,22.0,213.36,111.13004,10,1.9,2.3,0.0,-14.9,0.113,0.222,0.138,0.466,0.0
9841,Damian Jones,18,23.0,213.36,111.13004,15,1.7,0.9,0.1,0.5,0.06,0.093,0.143,0.517,0.037
10355,Damian Jones,19,24.0,213.36,111.13004,24,5.4,3.1,1.2,3.0,0.086,0.099,0.113,0.72,0.084
10927,Damian Jones,20,25.0,210.82,111.13004,55,5.6,3.7,0.6,-12.6,0.08,0.153,0.113,0.7120000000000001,0.057
11417,Damian Jones,21,26.0,210.82,111.13004,39,4.7,3.1,0.7,-5.1,0.064,0.156,0.12,0.7120000000000001,0.075
11919,Damian Jones,22,27.0,210.82,111.13004,56,8.1,4.4,1.2,-6.8,0.074,0.1639999999999999,0.163,0.701,0.106
12630,Damian Jones,23,28.0,210.82,111.13004,41,3.5,3.0,0.4,-9.0,0.078,0.152,0.102,0.7190000000000001,0.044
7367,Damian Lillard,13,22.0,190.5,88.45044,82,19.0,3.1,6.5,-2.1,0.015,0.079,0.241,0.546,0.28
7843,Damian Lillard,14,23.0,190.5,88.45044,82,20.7,3.5,5.6,5.4,0.013,0.092,0.25,0.568,0.249
8461,Damian Lillard,15,24.0,190.5,88.45044,82,21.0,4.6,6.2,4.5,0.018,0.119,0.267,0.56,0.285
8785,Damian Lillard,16,25.0,190.5,88.45044,75,25.1,4.0,6.8,0.9,0.018,0.105,0.31,0.56,0.33
9346,Damian Lillard,17,26.0,190.5,88.45044,75,27.0,4.9,5.9,1.2,0.018,0.134,0.309,0.586,0.2769999999999999
9840,Damian Lillard,18,27.0,190.5,88.45044,73,26.9,4.5,6.6,6.1,0.022,0.094,0.295,0.594,0.301
10356,Damian Lillard,19,28.0,190.5,88.45044,80,25.8,4.6,6.9,8.2,0.023,0.1,0.281,0.588,0.299
10926,Damian Lillard,20,29.0,187.96,88.45044,66,30.0,4.3,8.0,1.4,0.013,0.092,0.294,0.627,0.335
11416,Damian Lillard,21,30.0,187.96,88.45044,67,28.8,4.2,7.5,4.0,0.012,0.104,0.306,0.623,0.3339999999999999
11920,Damian Lillard,22,31.0,187.96,88.45044,29,24.0,4.1,7.3,-1.8,0.012,0.104,0.288,0.55,0.321
12564,Damian Lillard,23,32.0,187.96,88.45044,58,32.2,4.8,7.3,2.1,0.022,0.1119999999999999,0.331,0.645,0.3379999999999999
8786,Damien Inglis,16,21.0,203.2,111.583632,20,1.8,1.6,0.5,-10.0,0.016,0.195,0.158,0.444,0.1119999999999999
3786,Damien Wilkins,5,25.0,198.12,102.0582,29,6.3,2.3,0.9,-8.0,0.066,0.095,0.181,0.5,0.091
4394,Damien Wilkins,6,26.0,198.12,102.0582,82,6.5,2.3,1.3,-6.0,0.061,0.092,0.174,0.529,0.114
4477,Damien Wilkins,7,27.0,198.12,102.0582,82,8.8,2.8,1.9,-6.5,0.051,0.086,0.176,0.535,0.121
5077,Damien Wilkins,8,28.0,198.12,102.0582,76,9.2,3.2,2.0,-12.1,0.043,0.106,0.1939999999999999,0.474,0.129
5452,Damien Wilkins,9,29.0,198.12,102.0582,41,5.3,1.7,0.9,-11.7,0.034,0.104,0.187,0.467,0.103
6071,Damien Wilkins,10,30.0,198.12,102.0582,80,5.6,3.1,1.7,-8.7,0.05,0.127,0.141,0.515,0.126
6353,Damien Wilkins,11,31.0,198.12,102.0582,52,3.5,1.7,0.8,-8.7,0.043,0.122,0.127,0.557,0.099
6728,Damien Wilkins,12,32.0,198.12,102.0582,60,3.2,1.7,0.7,-2.4,0.0279999999999999,0.1009999999999999,0.126,0.445,0.079
7368,Damien Wilkins,13,33.0,198.12,102.0582,61,6.4,1.7,1.5,-4.0,0.032,0.08,0.175,0.5329999999999999,0.134
9839,Damien Wilkins,18,38.0,198.12,98.429464,19,1.7,0.8,0.5,7.0,0.031,0.072,0.125,0.405,0.075
6354,Damion James,11,23.0,200.66,99.79024,25,4.4,3.4,0.8,-3.3,0.048,0.211,0.16,0.477,0.0819999999999999
6795,Damion James,12,24.0,200.66,102.0582,7,4.9,4.7,0.4,-8.6,0.045,0.1669999999999999,0.139,0.422,0.032
7369,Damion James,13,25.0,200.66,102.0582,2,0.0,0.5,0.0,-34.7,0.0,0.5,0.0,0.0,0.0
7844,Damion James,14,26.0,200.66,102.0582,5,1.2,2.4,0.6,6.2,0.019,0.239,0.095,0.304,0.071
9838,Damion Lee,18,25.0,198.12,95.25432,15,10.7,4.7,1.9,-3.6,0.024,0.138,0.182,0.489,0.109
10357,Damion Lee,19,26.0,198.12,95.25432,32,4.9,2.0,0.4,-5.4,0.02,0.134,0.1639999999999999,0.578,0.051
10925,Damion Lee,20,27.0,195.58,95.25432,49,12.7,4.9,2.7,-4.1,0.021,0.144,0.184,0.5479999999999999,0.139
11415,Damion Lee,21,28.0,195.58,95.25432,57,6.5,3.2,1.3,1.6,0.02,0.142,0.127,0.636,0.094
11922,Damion Lee,22,29.0,195.58,95.25432,63,7.4,3.2,1.0,2.8,0.022,0.136,0.156,0.561,0.072
12563,Damion Lee,23,30.0,195.58,95.25432,74,8.2,3.0,1.3,2.7,0.024,0.124,0.155,0.607,0.092
4476,Damir Markota,7,21.0,208.28,102.0582,30,1.7,1.0,0.2,-17.6,0.076,0.129,0.193,0.449,0.059
8460,Damjan Rudez,15,29.0,208.28,90.7184,68,4.8,0.7,0.8,-0.7,0.008,0.042,0.1369999999999999,0.591,0.079
8787,Damjan Rudez,16,30.0,205.74,104.32616,33,2.3,0.6,0.3,-2.1,0.022,0.065,0.126,0.5720000000000001,0.0579999999999999
9347,Damjan Rudez,17,31.0,208.28,103.418976,45,1.8,0.6,0.4,-17.3,0.017,0.079,0.138,0.466,0.1009999999999999
1656,Damon Jones,0,23.0,190.5,83.91452,55,4.2,1.0,1.7,-7.8,0.019,0.079,0.186,0.508,0.242
2038,Damon Jones,1,24.0,190.5,83.91452,71,6.5,1.7,3.2,-8.0,0.013,0.085,0.168,0.525,0.276
2589,Damon Jones,2,25.0,190.5,83.91452,67,5.1,1.5,2.1,7.6,0.0139999999999999,0.093,0.162,0.5479999999999999,0.21
2888,Damon Jones,3,26.0,190.5,83.91452,49,4.6,1.4,1.6,3.0,0.017,0.086,0.155,0.505,0.166
3111,Damon Jones,4,27.0,190.5,83.91452,82,7.0,2.1,5.8,0.1,0.009,0.087,0.147,0.516,0.363
3785,Damon Jones,5,28.0,190.5,83.91452,82,11.6,2.8,4.3,9.9,0.0069999999999999,0.095,0.154,0.625,0.201
4393,Damon Jones,6,29.0,190.5,86.18248,82,6.7,1.6,2.1,2.2,0.008,0.069,0.125,0.5379999999999999,0.124
4475,Damon Jones,7,30.0,190.5,86.18248,60,6.6,1.1,1.6,2.3,0.009,0.059,0.154,0.525,0.128
5078,Damon Jones,8,31.0,190.5,88.45044,67,6.5,1.1,1.9,0.2,0.004,0.06,0.141,0.5820000000000001,0.154
5453,Damon Jones,9,32.0,190.5,88.45044,18,1.8,0.3,0.4,1.7,0.0,0.065,0.17,0.485,0.086
908,Damon Jones,99,22.0,190.5,83.91452,24,5.2,1.8,1.8,-3.0,0.018,0.12,0.183,0.494,0.209
1728,Damon Stoudamire,0,26.0,177.8,77.56423199999999,78,12.5,3.1,5.2,7.4,0.031,0.085,0.212,0.508,0.2689999999999999
2037,Damon Stoudamire,1,27.0,177.8,77.56423199999999,82,13.0,3.7,5.7,6.8,0.032,0.1,0.21,0.519,0.275
2590,Damon Stoudamire,2,28.0,177.8,77.56423199999999,75,13.5,3.9,6.5,3.5,0.032,0.089,0.1889999999999999,0.506,0.28
2887,Damon Stoudamire,3,29.0,177.8,77.56423199999999,59,6.9,2.6,3.5,4.4,0.036,0.106,0.187,0.46,0.246
3110,Damon Stoudamire,4,30.0,177.8,77.56423199999999,82,13.4,3.8,6.1,-2.6,0.02,0.0969999999999999,0.192,0.508,0.268
3784,Damon Stoudamire,5,31.0,177.8,78.92500799999999,81,15.8,3.8,5.7,-4.3,0.024,0.102,0.235,0.51,0.283
4392,Damon Stoudamire,6,32.0,177.8,78.92500799999999,27,11.7,3.5,4.7,4.3,0.032,0.099,0.207,0.504,0.263
4474,Damon Stoudamire,7,33.0,177.8,78.92500799999999,62,7.5,2.2,4.8,-7.6,0.024,0.089,0.174,0.493,0.313
5079,Damon Stoudamire,8,34.0,177.8,77.56423199999999,60,5.3,2.0,2.8,-4.6,0.022,0.108,0.193,0.45,0.244
144,Damon Stoudamire,97,23.0,177.8,77.56423199999999,81,20.2,4.1,8.8,-3.7,0.0289999999999999,0.09,0.253,0.516,0.38
685,Damon Stoudamire,98,24.0,177.8,77.56423199999999,71,17.2,4.2,8.2,-4.6,0.035,0.089,0.226,0.502,0.34
909,Damon Stoudamire,99,25.0,177.8,77.56423199999999,50,12.6,3.3,6.2,2.0,0.0289999999999999,0.084,0.215,0.462,0.322
2591,Damone Brown,2,23.0,203.2,91.625584,17,1.4,0.2,0.1,-10.1,0.037,0.042,0.2289999999999999,0.469,0.051
2886,Damone Brown,3,24.0,203.2,91.625584,5,5.6,3.0,0.6,-5.3,0.0289999999999999,0.0969999999999999,0.177,0.363,0.051
3109,Damone Brown,4,25.0,203.2,91.625584,3,1.0,1.7,0.0,-90.2,0.143,0.1669999999999999,0.325,0.138,0.0
3783,Damone Brown,5,26.0,203.2,91.625584,14,3.9,2.0,1.0,-1.5,0.069,0.138,0.225,0.409,0.161
9837,Damyean Dotson,18,24.0,195.58,95.25432,44,4.1,1.9,0.7,-2.8,0.018,0.142,0.1689999999999999,0.532,0.098
10358,Damyean Dotson,19,25.0,198.12,95.25432,73,10.7,3.6,1.8,-8.0,0.016,0.108,0.1689999999999999,0.526,0.104
10924,Damyean Dotson,20,26.0,195.58,95.25432,48,6.7,1.9,1.2,-5.3,0.011,0.091,0.158,0.527,0.105
11414,Damyean Dotson,21,27.0,195.58,95.25432,46,6.7,2.0,2.0,-12.5,0.005,0.095,0.162,0.499,0.161
11929,Damyean Dotson,22,28.0,195.58,95.25432,2,2.0,1.0,0.5,-0.8,0.0,0.111,0.089,0.5,0.071
2885,Dan Dickau,3,24.0,182.88,86.18248,50,3.7,0.9,1.7,-14.5,0.019,0.078,0.201,0.504,0.292
3120,Dan Dickau,4,25.0,182.88,86.18248,43,2.2,0.6,0.9,-5.6,0.026,0.075,0.198,0.456,0.226
3782,Dan Dickau,5,26.0,182.88,86.18248,71,12.5,2.5,4.9,-9.3,0.019,0.086,0.2239999999999999,0.518,0.309
4391,Dan Dickau,6,27.0,182.88,86.18248,19,3.3,0.8,2.1,0.5,0.0289999999999999,0.0559999999999999,0.141,0.575,0.235
4473,Dan Dickau,7,28.0,182.88,81.64656,50,3.3,0.9,1.4,2.6,0.019,0.105,0.211,0.476,0.259
5080,Dan Dickau,8,29.0,182.88,81.64656,67,5.3,1.4,2.6,-4.1,0.0139999999999999,0.099,0.172,0.53,0.273
2884,Dan Gadzuric,3,25.0,210.82,108.86208,49,3.4,4.0,0.2,-2.3,0.099,0.198,0.119,0.498,0.018
3108,Dan Gadzuric,4,26.0,210.82,108.86208,75,5.7,4.6,0.4,2.1,0.1159999999999999,0.205,0.16,0.529,0.037
3781,Dan Gadzuric,5,27.0,210.82,108.86208,81,7.3,8.3,0.4,-2.3,0.165,0.266,0.157,0.551,0.026
4390,Dan Gadzuric,6,28.0,210.82,108.86208,74,5.2,3.1,0.3,-2.4,0.1169999999999999,0.204,0.1969999999999999,0.55,0.048
4472,Dan Gadzuric,7,29.0,210.82,108.86208,54,4.8,4.6,0.5,-5.1,0.126,0.218,0.17,0.482,0.053
5081,Dan Gadzuric,8,30.0,210.82,111.13004,51,3.2,2.8,0.2,-7.7,0.122,0.18,0.174,0.4429999999999999,0.034
5454,Dan Gadzuric,9,31.0,210.82,111.13004,67,4.0,3.8,0.6,-2.5,0.118,0.213,0.151,0.495,0.063
6070,Dan Gadzuric,10,32.0,210.82,111.13004,32,2.8,2.9,0.4,4.1,0.126,0.193,0.161,0.44,0.061
6355,Dan Gadzuric,11,33.0,210.82,108.86208,42,2.8,3.2,0.3,-7.7,0.159,0.172,0.161,0.419,0.046
6855,Dan Gadzuric,12,34.0,210.82,108.86208,2,0.0,2.5,0.0,-9.0,0.091,0.444,0.132,0.0,0.0
2036,Dan Langhi,1,23.0,210.82,99.79024,33,2.7,1.2,0.1,-11.3,0.057,0.126,0.222,0.4029999999999999,0.031
2592,Dan Langhi,2,24.0,210.82,99.79024,34,3.1,2.0,0.4,-21.4,0.053,0.122,0.146,0.412,0.0579999999999999
2883,Dan Langhi,3,25.0,210.82,99.79024,60,3.1,1.5,0.4,11.1,0.039,0.148,0.192,0.434,0.061
3106,Dan Langhi,4,26.0,210.82,99.79024,6,2.2,0.7,0.0,15.7,0.0,0.154,0.2239999999999999,0.437,0.0
1727,Dan Majerle,0,34.0,198.12,100.697424,69,7.3,4.8,3.0,5.6,0.0139999999999999,0.146,0.104,0.5589999999999999,0.131
2043,Dan Majerle,1,35.0,198.12,100.697424,53,5.0,3.1,1.7,4.4,0.018,0.135,0.1159999999999999,0.48,0.108
2593,Dan Majerle,2,36.0,198.12,100.697424,65,4.6,2.7,1.4,1.9,0.026,0.142,0.129,0.49,0.1119999999999999
