Player,Season,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,VORP
James Ennis III,2018,73,22,1604,5.7,12.0,1.6,4.8,4.1,7.2,3.0,3.6,2.3,4.7,7.0,2.2,1.5,0.6,1.8,4.2,16.1,0.7744018
James Ennis III,2019,77,27,1230,5.5,11.6,2.2,6.2,3.3,5.5,2.3,3.2,2.4,4.8,7.2,1.6,1.6,0.9,1.3,5.9,15.4,0.7744018
James Ennis III,2020,70,18,1265,6.1,13.8,2.1,6.5,4.0,7.3,3.0,3.8,2.7,6.7,9.4,2.4,1.3,0.8,2.2,5.3,17.4,0.7744018
James Ennis III,2021,75,37,986,5.7,12.0,2.2,5.1,3.5,6.9,3.5,4.3,2.1,6.1,8.2,3.1,1.6,0.3,1.8,4.1,17.0,0.7744018
James Harden,2010,14,0,1738,6.9,17.1,2.8,7.4,4.2,9.8,5.8,7.1,1.4,5.8,7.2,4.1,2.4,0.6,3.1,5.9,22.3,0.7744018
James Harden,2011,51,5,2189,7.0,16.2,2.7,7.7,4.4,8.5,6.8,8.1,1.0,5.0,6.0,4.2,2.2,0.6,2.5,4.9,23.6,0.7744018
James Harden,2012,61,2,1946,8.2,16.7,3.0,7.7,5.2,8.9,8.3,9.8,0.8,5.9,6.7,6.1,1.6,0.4,3.6,4.0,27.7,0.7744018
James Harden,2013,58,78,2985,9.8,22.4,3.0,8.1,6.8,14.2,11.3,13.3,1.0,5.3,6.3,7.6,2.4,0.6,4.9,3.0,33.8,0.7744018
James Harden,2014,69,73,2777,9.9,21.6,3.2,8.7,6.7,13.0,10.3,11.9,1.1,5.1,6.2,8.0,2.1,0.5,4.8,3.2,33.2,0.7744018
James Harden,2015,70,81,2981,10.8,24.5,3.5,9.3,7.3,15.3,11.9,13.7,1.3,6.4,7.7,9.4,2.6,1.0,5.4,3.5,37.0,0.7744018
James Harden,2016,78,82,3125,11.2,25.4,3.7,10.3,7.5,15.1,11.3,13.2,1.0,6.9,7.9,9.6,2.2,0.8,5.9,3.6,37.4,0.7744018
James Harden,2017,82,81,2947,11.0,25.0,4.3,12.3,6.7,12.7,12.1,14.3,1.5,9.2,10.7,14.8,2.0,0.6,7.6,3.5,38.4,0.7744018
James Harden,2018,81,72,2551,12.6,27.9,5.1,13.9,7.4,14.0,12.0,14.0,0.8,6.7,7.5,12.2,2.4,1.0,6.1,3.3,42.3,0.7744018
James Harden,2019,77,78,2867,14.4,32.7,6.5,17.6,8.0,15.1,12.9,14.7,1.1,7.7,8.9,10.0,2.7,1.0,6.6,4.2,48.2,0.7744018
James Harden,2020,80,68,2483,12.5,28.2,5.6,15.7,7.0,12.5,12.9,14.9,1.3,7.0,8.3,9.5,2.3,1.1,5.7,4.2,43.5,0.7744018
James Harden,2021,75,43,1609,10.2,21.9,3.6,10.0,6.6,12.0,8.3,9.6,1.0,9.4,10.4,14.2,1.6,1.0,5.3,3.0,32.4,0.7744018
James Harden,2022,59,65,2420,8.2,20.1,3.0,9.1,5.2,11.0,9.5,10.8,1.1,9.0,10.1,13.5,1.7,0.7,5.7,3.1,29.0,0.7744018
James Harden,2023,66,58,2135,8.6,19.5,3.7,9.7,4.9,9.8,7.3,8.4,0.9,7.3,8.2,14.3,1.6,0.7,4.5,2.6,28.2,0.7744018
James Harden,2024,59,72,2470,7.0,16.4,3.7,9.8,3.3,6.7,6.0,6.9,0.7,6.7,7.4,12.3,1.5,1.1,3.7,2.5,23.8,0.7744018
James Johnson,2010,41,11,757,6.5,14.3,1.0,3.1,5.4,11.2,3.5,4.8,2.3,6.4,8.7,3.3,1.4,2.9,4.2,8.6,17.4,0.7744018
James Johnson,2011,59,25,822,6.8,15.0,0.5,2.1,6.3,12.8,3.0,4.5,2.3,6.6,9.0,5.6,2.1,2.3,4.0,6.0,17.1,0.7744018
James Johnson,2012,49,40,1561,8.0,17.8,0.7,2.1,7.4,15.8,2.8,4.0,2.5,7.5,10.1,4.2,2.4,2.9,3.5,6.1,19.5,0.7744018
James Johnson,2013,65,11,878,6.8,16.5,0.1,1.2,6.7,15.3,2.3,3.9,2.9,5.6,8.5,3.4,2.4,2.9,4.0,5.8,16.1,0.7744018
James Johnson,2014,64,4,956,8.0,17.2,1.2,4.9,6.8,12.3,4.2,5.0,3.4,5.9,9.3,6.2,2.3,3.2,3.7,5.7,21.5,0.7744018
James Johnson,2015,67,17,1370,9.0,15.2,0.4,1.9,8.6,13.3,2.5,3.8,2.3,7.4,9.7,3.6,2.0,2.6,3.0,5.9,20.9,0.7744018
James Johnson,2016,76,32,926,6.4,13.4,1.1,3.7,5.2,9.7,2.2,3.8,1.6,5.5,7.0,3.7,1.6,1.8,3.0,4.7,16.0,0.7744018
James Johnson,2017,69,5,2085,8.9,18.6,2.1,6.2,6.8,12.4,3.7,5.2,1.6,7.5,9.1,6.7,1.8,2.1,4.1,4.8,23.6,0.7744018
James Johnson,2018,79,41,1943,8.0,15.9,1.5,4.8,6.5,11.1,2.9,4.2,1.6,7.7,9.3,7.2,1.8,1.3,3.6,5.0,20.4,0.7744018
James Johnson,2019,77,33,1164,6.9,15.9,2.1,6.3,4.8,9.7,2.1,2.9,0.9,6.5,7.4,5.7,1.5,1.1,3.1,4.8,18.0,0.7744018
James Johnson,2020,65,1,619,7.9,16.5,2.5,7.0,5.4,9.5,2.4,3.7,1.9,7.1,9.1,5.7,1.9,2.5,3.7,6.1,20.7,0.7744018
James Johnson,2021,50,12,1043,6.8,15.2,1.4,5.6,5.4,9.6,2.1,3.5,1.5,6.8,8.2,4.6,2.0,2.0,2.6,5.6,17.1,0.7744018
James Johnson,2022,56,10,1191,5.9,12.5,0.9,3.5,4.9,9.0,1.2,2.2,2.1,6.7,8.8,5.3,1.2,1.4,2.0,6.6,13.8,0.7744018
James Jones,2005,61,24,1330,5.2,13.2,2.7,6.9,2.5,6.3,2.2,2.6,1.6,5.6,7.2,2.4,1.3,1.2,1.8,5.1,15.4,0.7744018
James Jones,2006,71,24,1772,6.9,16.4,3.1,8.1,3.8,8.4,2.9,3.4,1.2,5.9,7.2,1.6,1.1,1.4,1.0,4.0,19.8,0.7744018
James Jones,2007,75,7,1376,5.9,16.0,3.3,8.7,2.6,7.4,2.6,3.0,1.2,5.2,6.4,1.6,1.0,1.5,1.0,4.2,17.7,0.7744018
James Jones,2008,79,3,1276,6.1,14.0,3.9,8.8,2.2,5.2,3.7,4.2,1.8,5.0,6.9,1.5,1.0,0.6,1.2,4.1,19.8,0.7744018
James Jones,2009,70,1,630,4.7,12.6,2.8,8.1,1.9,4.5,2.2,2.6,1.0,4.2,5.3,1.7,1.0,1.2,1.0,4.9,14.3,0.7744018
James Jones,2010,61,6,503,4.6,12.7,3.9,9.6,0.6,3.1,2.4,3.0,0.4,4.4,4.8,1.8,1.2,0.4,1.2,4.8,15.5,0.7744018
James Jones,2011,59,8,1549,5.0,11.8,4.2,9.8,0.8,2.0,2.0,2.5,0.8,4.7,5.5,1.5,1.0,0.6,0.7,4.4,16.2,0.7744018
James Jones,2012,81,10,666,4.5,11.9,3.6,9.0,0.9,2.8,2.0,2.4,0.5,3.4,3.9,1.5,1.3,0.7,0.8,3.6,14.6,0.7744018
James Jones,2013,63,0,221,5.0,14.6,3.8,12.7,1.2,1.9,0.5,1.0,0.0,5.3,5.3,3.1,0.5,1.4,0.7,3.8,14.4,0.7744018
James Jones,2015,61,2,669,5.7,15.6,4.9,13.6,0.9,2.0,3.0,3.6,0.7,4.1,4.8,1.9,1.0,0.6,1.0,5.2,19.4,0.7744018
James Jones,2016,55,0,463,6.4,15.8,4.6,11.6,1.9,4.2,2.3,2.9,0.9,4.7,5.6,1.6,1.2,1.1,1.4,5.6,19.8,0.7744018
James Jones,2017,47,2,381,5.8,12.1,4.1,8.6,1.7,3.4,1.7,2.6,0.4,4.5,4.8,1.8,0.8,1.3,1.3,4.8,17.3,0.7744018
James Posey,2000,54,77,2052,5.7,13.2,2.0,5.4,3.7,7.8,3.0,3.7,2.1,5.7,7.8,3.6,2.4,0.8,2.3,5.1,16.3,0.7744018
James Posey,2001,71,82,2255,5.6,13.6,1.5,5.0,4.1,8.6,2.6,3.2,2.9,7.0,9.9,3.7,2.1,0.9,2.3,5.2,15.3,0.7744018
James Posey,2002,75,63,2238,6.6,17.5,1.6,5.6,5.0,11.8,3.8,4.8,2.6,7.6,10.2,4.3,2.7,0.9,3.0,5.3,18.6,0.7744018
James Posey,2003,74,71,2518,6.6,16.0,1.5,4.9,5.1,11.1,4.4,5.2,1.9,7.2,9.1,3.9,2.3,0.3,3.1,4.2,19.0,0.7744018
James Posey,2004,82,82,2451,7.9,16.5,2.4,6.2,5.5,10.3,6.0,7.2,2.0,6.7,8.6,2.6,2.9,0.9,2.4,5.3,24.1,0.7744018
James Posey,2005,82,18,1382,5.0,14.0,2.2,7.0,2.8,7.0,3.8,4.4,1.8,6.8,8.6,3.5,1.9,0.9,2.7,5.3,15.9,0.7744018
James Posey,2006,66,63,1914,4.4,10.8,3.2,7.9,1.2,2.9,1.3,1.7,0.9,7.8,8.7,2.4,1.5,0.5,1.6,5.4,13.2,0.7744018
James Posey,2007,74,19,1919,5.2,12.0,2.7,7.2,2.5,4.8,2.3,2.7,1.8,8.1,9.9,2.6,2.0,0.6,1.5,5.4,15.3,0.7744018
James Posey,2008,76,2,1821,5.0,12.0,3.1,8.1,1.9,3.9,2.7,3.3,0.9,8.5,9.3,3.3,2.1,0.6,1.9,5.3,15.8,0.7744018
James Posey,2009,74,0,2140,5.5,13.4,3.0,8.0,2.6,5.4,3.1,3.7,1.0,8.3,9.2,2.1,1.5,0.5,2.0,5.5,17.1,0.7744018
James Posey,2010,71,2,1731,3.8,10.3,2.4,7.2,1.3,3.1,2.0,2.4,1.0,8.9,9.8,3.5,1.3,0.6,1.5,6.1,11.9,0.7744018
James Posey,2011,69,0,839,4.9,14.6,4.0,12.8,0.8,1.8,0.7,0.9,0.6,8.3,8.9,2.1,1.4,0.4,1.4,6.2,14.5,0.7744018
James Singleton,2006,61,10,753,5.4,10.5,0.7,1.4,4.7,9.1,2.7,3.5,4.4,9.3,13.7,2.0,1.3,1.5,1.9,6.6,14.1,0.7744018
James Singleton,2007,63,0,376,4.2,11.5,0.4,2.0,3.8,9.6,3.1,4.1,5.1,9.8,14.9,2.4,2.1,2.4,2.4,6.3,12.0,0.7744018
James Singleton,2009,82,6,884,6.9,13.1,0.8,2.4,6.2,10.7,4.0,4.6,5.3,9.6,14.8,1.0,1.5,1.7,2.1,6.5,18.6,0.7744018
James Singleton,2010,72,3,977,5.2,13.6,0.4,2.0,4.8,11.6,2.8,3.3,5.8,9.0,14.8,1.7,1.5,2.3,2.6,6.0,13.6,0.7744018
Jannero Pargo,2003,54,0,342,5.6,14.1,1.1,3.6,4.6,10.5,0.6,0.6,1.4,4.2,5.6,5.9,2.0,0.3,3.5,6.8,12.9,0.7744018
Jannero Pargo,2004,47,1,479,8.9,21.8,2.4,6.8,6.5,15.0,2.5,3.0,0.9,3.2,4.1,7.7,1.4,0.7,5.2,5.5,22.7,0.7744018
Jannero Pargo,2005,49,0,453,9.4,24.4,2.6,7.6,6.8,16.8,1.9,2.6,1.4,4.0,5.4,8.7,1.8,0.1,5.2,6.1,23.4,0.7744018
Jannero Pargo,2006,53,0,646,8.7,23.3,3.1,8.2,5.6,15.1,1.4,1.7,0.6,4.2,4.9,7.5,1.9,0.2,4.9,4.6,21.9,0.7744018
Jannero Pargo,2007,69,7,1710,8.8,21.5,2.5,6.5,6.3,15.0,3.2,3.8,0.6,5.0,5.6,6.3,1.6,0.1,3.8,3.8,23.4,0.7744018
Jannero Pargo,2008,82,5,1497,9.1,23.3,2.3,6.6,6.7,16.6,2.5,2.9,0.9,3.7,4.6,6.8,1.8,0.2,3.3,4.4,23.0,0.7744018
Jannero Pargo,2010,82,5,829,8.2,23.7,2.4,8.6,5.8,15.1,2.6,2.8,0.6,4.3,4.9,5.5,1.8,0.1,3.1,4.2,21.4,0.7744018
Jannero Pargo,2012,75,0,671,8.3,20.1,4.2,10.9,4.1,9.1,1.5,1.6,0.7,5.1,5.8,7.6,1.6,0.2,3.9,5.1,22.4,0.7744018
Jannero Pargo,2013,59,0,507,8.0,21.8,4.0,12.0,4.0,9.9,1.2,1.3,1.0,2.6,3.6,6.9,1.9,0.3,4.2,4.3,21.3,0.7744018
Jared Dudley,2008,41,14,1384,6.2,13.1,0.3,1.5,5.8,11.6,3.3,4.5,4.6,6.2,10.8,3.1,2.1,0.4,1.9,4.8,15.9,0.7744018
Jared Dudley,2009,63,7,1155,6.1,12.7,1.3,3.3,4.8,9.4,3.2,4.7,3.7,5.5,9.1,2.5,2.5,0.4,1.9,4.7,16.6,0.7744018
Jared Dudley,2010,64,1,1991,5.7,12.4,3.0,6.6,2.7,5.8,2.6,3.5,2.5,4.6,7.1,2.9,2.0,0.4,1.7,4.1,17.0,0.7744018
Jared Dudley,2011,75,15,2140,7.1,14.9,2.5,6.0,4.6,8.9,3.8,5.2,2.6,4.9,7.6,2.6,2.1,0.5,1.8,3.3,20.6,0.7744018
Jared Dudley,2012,78,60,2020,8.0,16.5,2.1,5.4,6.0,11.1,3.1,4.2,2.4,5.3,7.7,2.9,1.3,0.5,1.8,2.7,21.1,0.7744018
Jared Dudley,2013,73,50,2170,7.4,15.8,2.5,6.4,4.9,9.4,3.1,3.8,1.9,3.9,5.8,4.8,1.8,0.2,2.4,3.0,20.4,0.7744018
Jared Dudley,2014,80,43,1729,5.7,12.9,2.3,6.5,3.3,6.4,1.1,1.7,1.0,3.6,4.6,3.0,1.2,0.3,1.6,4.2,14.8,0.7744018
Jared Dudley,2015,78,22,1717,5.9,12.6,2.2,5.7,3.7,6.9,1.4,2.0,1.3,5.2,6.5,3.9,2.1,0.3,1.8,3.4,15.4,0.7744018
Jared Dudley,2016,77,41,2098,5.4,11.3,2.3,5.5,3.1,5.8,1.7,2.3,1.3,5.4,6.6,4.0,1.7,0.4,1.9,4.4,14.8,0.7744018
Jared Dudley,2017,81,7,1362,5.5,12.2,2.7,7.1,2.8,5.0,1.5,2.3,1.1,6.8,7.9,4.3,1.5,0.6,2.6,5.4,15.3,0.7744018
Jared Dudley,2018,69,0,686,3.3,8.5,2.0,5.6,1.3,2.9,1.9,2.4,0.6,6.0,6.6,5.4,1.7,0.8,2.0,5.9,10.6,0.7744018
Jared Dudley,2019,58,25,1220,3.9,9.3,2.1,5.9,1.9,3.4,1.2,1.8,1.3,4.7,6.0,3.2,1.4,0.6,1.7,5.1,11.2,0.7744018
Jared Dudley,2020,60,1,364,3.1,7.8,2.4,5.5,0.8,2.4,0.3,0.3,0.8,6.0,6.8,3.7,2.0,0.4,1.0,5.4,8.9,0.7744018
Jared Jeffries,2004,40,38,1913,4.8,12.8,0.1,0.8,4.7,11.9,2.9,4.7,4.9,6.6,11.5,2.5,1.3,0.8,2.9,5.8,12.6,0.7744018
Jared Jeffries,2005,68,71,2007,5.2,11.1,0.4,1.3,4.8,9.8,2.6,4.4,3.9,5.7,9.6,3.9,1.7,0.9,2.9,5.3,13.4,0.7744018
Jared Jeffries,2006,69,77,1951,5.0,11.1,0.4,1.3,4.6,9.7,2.6,4.5,4.4,5.7,10.1,3.9,1.5,1.3,2.6,5.9,13.0,0.7744018
Jared Jeffries,2007,72,43,1307,3.8,8.3,0.1,0.8,3.8,7.5,1.3,2.8,4.5,5.1,9.6,2.7,1.8,1.2,2.5,6.1,9.0,0.7744018
Jared Jeffries,2008,65,19,1325,4.3,10.7,0.2,1.0,4.1,9.7,1.9,3.7,4.7,4.9,9.6,2.6,1.4,0.9,2.5,5.2,10.6,0.7744018
Jared Jeffries,2009,77,36,1310,4.5,10.3,0.0,0.5,4.5,9.9,2.1,3.4,4.9,3.9,8.8,3.0,1.8,1.3,2.5,5.8,11.2,0.7744018
Jared Jeffries,2010,69,37,1794,3.9,8.9,0.6,2.0,3.3,6.9,2.1,3.4,3.7,4.5,8.2,2.9,1.8,2.0,2.2,5.8,10.6,0.7744018
Jared Jeffries,2011,76,9,601,2.5,7.2,0.2,0.8,2.3,6.5,1.0,2.4,5.2,4.5,9.7,3.0,2.6,1.4,1.8,6.3,6.2,0.7744018
Jared Jeffries,2012,62,4,729,4.2,10.2,0.2,1.1,4.0,9.0,3.5,5.1,4.9,5.9,10.7,1.8,2.0,1.8,2.0,6.3,12.0,0.7744018
Jared Jeffries,2013,60,0,350,2.4,8.1,0.0,0.3,2.4,7.8,1.8,3.5,3.9,5.1,9.0,2.1,0.9,0.9,2.6,8.7,6.6,0.7744018
Jared Sullinger,2013,14,5,892,6.5,13.2,0.1,0.3,6.5,12.9,2.8,3.7,5.4,10.1,15.5,2.1,1.3,1.3,1.7,9.0,15.8,0.7744018
Jared Sullinger,2014,36,44,2041,9.7,22.7,1.4,5.2,8.3,17.4,4.0,5.1,6.1,9.1,15.1,3.0,0.9,1.2,3.0,6.3,24.8,0.7744018
Jared Sullinger,2015,57,49,1566,9.9,22.6,1.7,5.9,8.3,16.8,3.1,4.1,4.7,9.4,14.1,4.3,1.4,1.3,2.5,4.9,24.6,0.7744018
Jared Sullinger,2016,56,73,1915,8.9,20.5,0.7,2.6,8.2,17.9,2.6,4.1,4.9,12.2,17.1,4.8,1.9,1.2,2.6,5.3,21.2,0.7744018
Jaren Jackson Jr.,2019,7,56,1515,9.8,19.3,1.7,4.7,8.1,14.7,5.0,6.5,2.4,6.5,8.9,2.1,1.7,2.7,3.2,7.2,26.2,0.7744018
Jaren Jackson Jr.,2020,36,57,1622,10.2,21.7,4.2,10.6,6.0,11.1,4.0,5.4,1.6,6.0,7.5,2.2,1.2,2.6,2.8,6.7,28.5,0.7744018
Jaren Jackson Jr.,2022,40,78,2126,9.7,23.3,2.9,9.0,6.8,14.3,6.4,7.8,2.7,7.5,10.2,1.9,1.6,4.0,2.9,6.1,28.6,0.7744018
Jaren Jackson Jr.,2023,66,63,1787,11.1,21.8,2.7,7.5,8.4,14.3,6.4,8.1,2.9,8.5,11.3,1.6,1.7,5.0,2.8,6.0,31.2,0.7744018
Jaren Jackson Jr.,2024,62,66,2124,11.9,26.7,2.7,8.4,9.2,18.3,7.8,9.6,2.0,6.4,8.4,3.5,1.8,2.4,3.7,5.4,34.2,0.7744018
Jarrett Allen,2018,7,31,1441,7.9,13.4,0.2,0.5,7.7,12.9,3.8,5.0,4.9,8.2,13.1,1.7,0.9,3.0,2.8,5.0,19.8,0.7744018
Jarrett Allen,2019,43,80,2096,7.6,12.9,0.1,1.0,7.5,11.9,4.5,6.3,4.3,10.9,15.3,2.5,1.0,2.7,2.3,4.2,19.8,0.7744018
Jarrett Allen,2020,53,64,1852,7.7,11.9,0.0,0.2,7.7,11.7,4.4,6.9,5.5,11.6,17.1,2.8,1.0,2.4,2.0,4.1,19.8,0.7744018
Jarrett Allen,2021,55,45,1864,7.9,12.7,0.2,0.5,7.7,12.2,5.4,7.6,5.2,11.5,16.6,2.8,0.8,2.4,2.6,2.5,21.2,0.7744018
Jarrett Allen,2022,58,56,1810,10.2,15.0,0.0,0.3,10.2,14.8,4.6,6.4,5.3,11.3,16.6,2.5,1.2,2.1,2.6,2.7,25.0,0.7744018
Jarrett Allen,2023,58,68,2220,9.1,14.1,0.0,0.2,9.1,13.9,3.7,5.0,5.0,10.1,15.0,2.6,1.2,1.9,2.1,3.5,21.9,0.7744018
Jarrett Allen,2024,68,77,2442,10.5,16.6,0.0,0.1,10.5,16.4,4.7,6.4,4.9,11.5,16.4,4.2,1.1,1.6,2.4,3.0,25.7,0.7744018
Jarrett Jack,2006,40,4,1599,6.5,14.7,0.7,2.6,5.8,12.1,4.4,5.5,0.6,4.9,5.5,7.5,1.4,0.1,3.5,4.7,18.0,0.7744018
Jarrett Jack,2007,66,79,2651,6.6,14.5,1.3,3.7,5.3,10.8,5.0,5.7,0.4,3.9,4.3,8.5,1.8,0.2,3.8,4.1,19.4,0.7744018
Jarrett Jack,2008,70,16,2229,6.5,15.2,1.6,4.7,4.9,10.5,5.3,6.1,0.8,5.0,5.7,7.7,1.5,0.0,4.4,3.2,19.9,0.7744018
Jarrett Jack,2009,75,53,2716,7.1,15.6,1.4,4.0,5.6,11.6,4.1,4.8,0.8,4.2,5.1,6.2,1.6,0.3,3.4,3.3,19.7,0.7744018
Jarrett Jack,2010,78,43,2243,7.4,15.4,1.9,4.6,5.5,10.9,4.7,5.5,0.7,4.4,5.1,9.5,1.4,0.1,3.7,3.5,21.4,0.7744018
Jarrett Jack,2011,82,15,1722,8.1,19.8,1.0,3.4,7.1,16.5,5.7,6.7,0.6,4.8,5.4,7.5,1.7,0.2,3.4,3.2,22.9,0.7744018
Jarrett Jack,2012,82,39,1530,9.4,20.7,1.4,4.0,8.1,16.7,4.6,5.3,0.8,5.4,6.3,10.1,1.1,0.3,3.8,3.3,24.9,0.7744018
Jarrett Jack,2013,63,4,2349,8.4,18.5,1.8,4.4,6.6,14.1,3.6,4.3,0.5,4.8,5.3,9.5,1.3,0.2,3.4,2.9,22.1,0.7744018
Jarrett Jack,2014,80,31,2252,6.5,16.0,1.4,4.2,5.1,11.7,2.9,3.4,0.5,4.6,5.1,7.4,1.3,0.5,3.0,3.0,17.4,0.7744018
Jarrett Jack,2015,81,27,2241,8.3,18.9,0.9,3.4,7.4,15.5,4.6,5.2,0.4,5.2,5.7,8.6,1.7,0.3,4.4,3.3,22.1,0.7744018
Jarrett Jack,2016,77,32,1027,6.9,17.6,1.5,5.0,5.3,12.6,4.9,5.5,0.4,6.2,6.7,11.6,1.7,0.3,4.6,3.8,20.2,0.7744018
Jarrett Jack,2018,61,56,1548,6.1,14.2,0.8,2.8,5.3,11.4,2.0,2.4,0.7,5.4,6.1,11.1,1.1,0.1,3.7,3.1,14.9,0.7744018
Jarron Collins,2002,54,68,1440,5.8,12.7,0.0,0.0,5.8,12.6,4.9,6.7,5.1,5.8,10.9,2.1,1.1,0.8,2.1,8.6,16.6,0.7744018
Jarron Collins,2004,68,31,1732,4.7,9.4,0.0,0.0,4.7,9.4,6.0,8.4,3.7,6.4,10.1,2.5,0.8,0.6,2.5,8.2,15.4,0.7744018
Jarron Collins,2005,78,38,961,3.7,8.9,0.0,0.1,3.7,8.8,4.7,6.7,3.2,6.0,9.3,3.4,0.6,0.3,1.9,8.3,12.0,0.7744018
Jarron Collins,2006,66,41,1730,4.1,8.8,0.0,0.0,4.1,8.8,5.0,6.9,4.2,6.3,10.5,3.1,1.1,0.9,1.9,8.0,13.1,0.7744018
Jarron Collins,2007,80,9,913,4.3,9.8,0.0,0.0,4.3,9.8,3.1,4.8,4.1,5.7,9.8,3.4,0.7,0.5,2.1,8.4,11.7,0.7744018
Jarron Collins,2008,82,9,702,2.6,6.0,0.0,0.1,2.6,5.9,3.4,5.4,2.9,5.6,8.5,2.7,0.7,0.4,1.6,7.8,8.7,0.7744018
Jarron Collins,2010,82,10,261,2.3,6.0,0.0,0.0,2.3,6.0,1.9,4.8,4.2,7.7,12.0,1.2,0.4,0.6,1.9,8.1,6.6,0.7744018
Jarvis Hayes,2004,41,42,2044,7.1,17.7,1.0,3.3,6.1,14.4,2.0,2.5,1.8,4.9,6.7,2.7,1.8,0.3,2.8,4.0,17.1,0.7744018
Jarvis Hayes,2005,62,22,1560,6.8,17.5,1.4,4.1,5.4,13.4,3.3,3.9,1.4,6.1,7.5,3.0,1.6,0.3,2.0,3.5,18.2,0.7744018
Jarvis Hayes,2007,68,17,1626,7.0,17.1,2.1,5.7,5.0,11.4,2.2,2.6,1.3,5.3,6.6,2.5,1.5,0.4,1.8,5.0,18.4,0.7744018
Jarvis Hayes,2008,78,1,1287,9.3,21.5,3.1,8.3,6.2,13.2,1.9,2.6,1.5,6.1,7.6,2.6,2.0,0.3,2.0,5.9,23.6,0.7744018
Jarvis Hayes,2009,82,1,1832,7.5,16.8,2.7,7.1,4.8,9.7,1.0,1.5,0.8,7.0,7.8,1.6,1.5,0.2,1.4,4.7,18.8,0.7744018
Jarvis Hayes,2010,78,19,1033,7.0,16.7,3.1,9.1,4.0,7.6,0.7,0.9,0.5,5.0,5.5,2.0,1.5,0.5,1.4,4.6,17.8,0.7744018
Jason Caffey,1998,61,14,1423,8.4,17.4,0.0,0.1,8.4,17.3,4.9,7.5,6.0,6.9,12.9,2.5,0.9,0.7,3.9,6.8,21.8,0.7744018
Jason Caffey,1999,74,32,876,7.6,17.1,0.0,0.1,7.6,17.0,3.8,6.0,4.9,7.8,12.6,1.1,1.5,0.6,4.6,7.0,19.0,0.7744018
Jason Caffey,2000,55,56,2159,7.5,15.7,0.0,0.0,7.5,15.7,4.8,8.0,4.4,6.8,11.2,2.8,1.4,0.5,4.0,6.3,19.9,0.7744018
Jason Caffey,2001,76,33,1460,6.4,13.1,0.0,0.0,6.4,13.1,5.1,7.5,4.8,7.8,12.6,1.9,1.4,0.9,2.7,6.6,17.8,0.7744018
Jason Caffey,2003,82,16,894,6.7,14.7,0.0,0.0,6.7,14.7,4.1,6.3,4.0,6.4,10.5,2.3,1.1,0.9,3.3,7.2,17.5,0.7744018
Jason Collins,2002,54,9,1407,4.3,10.3,0.0,0.1,4.3,10.3,4.3,6.1,4.9,6.3,11.2,3.0,1.1,1.7,2.7,6.4,13.0,0.7744018
Jason Collins,2003,69,66,1900,3.9,9.3,0.0,0.1,3.9,9.2,5.0,6.5,3.8,6.4,10.2,2.4,1.3,1.2,2.3,7.0,12.7,0.7744018
Jason Collins,2004,74,78,2220,3.9,9.3,0.0,0.0,3.9,9.2,3.3,4.4,3.5,6.2,9.7,3.7,1.6,1.4,2.3,6.1,11.2,0.7744018
Jason Collins,2005,76,80,2542,3.9,9.6,0.0,0.1,3.9,9.4,2.9,4.4,3.2,7.1,10.3,2.2,1.5,1.5,1.9,6.8,10.8,0.7744018
Jason Collins,2006,81,70,1895,2.9,7.4,0.1,0.3,2.8,7.0,1.2,2.4,2.6,7.0,9.6,2.0,1.3,1.1,1.7,7.1,7.2,0.7744018
Jason Collins,2007,76,78,1844,1.6,4.3,0.0,0.1,1.6,4.2,1.7,3.6,2.6,6.4,9.0,1.3,1.1,1.1,2.1,7.8,4.8,0.7744018
Jason Collins,2008,81,26,1172,2.3,5.0,0.0,0.0,2.3,4.9,1.5,3.3,2.8,5.0,7.8,1.1,1.0,1.1,2.1,8.5,6.2,0.7744018
Jason Collins,2009,78,22,422,2.7,8.7,0.0,0.0,2.7,8.7,1.6,3.5,3.5,5.2,8.7,1.4,1.1,1.6,1.5,9.1,7.1,0.7744018
Jason Collins,2011,75,28,593,3.1,6.4,0.1,0.1,3.0,6.3,2.4,3.7,2.7,6.5,9.2,2.0,0.8,0.8,2.4,8.8,8.7,0.7744018
Jason Collins,2012,58,10,308,2.8,6.9,0.0,0.0,2.8,6.9,1.2,2.6,2.1,6.2,8.3,1.7,0.7,0.5,1.7,5.9,6.7,0.7744018
Jason Collins,2013,45,9,384,1.2,3.9,0.0,0.0,1.2,3.9,3.1,4.4,3.0,5.2,8.2,1.1,1.6,1.4,2.5,11.6,5.6,0.7744018
Jason Hart,2004,68,5,660,5.8,13.0,0.2,0.7,5.6,12.2,2.7,3.5,0.8,5.6,6.4,6.6,2.3,0.4,2.4,4.8,14.4,0.7744018
Jason Hart,2005,64,27,1887,7.1,15.8,1.0,2.6,6.1,13.2,4.3,5.5,0.5,5.1,5.6,10.1,2.7,0.4,2.8,4.6,19.5,0.7744018
Jason Hart,2006,78,0,818,5.5,14.1,0.6,2.0,4.9,12.1,2.4,3.6,0.8,3.8,4.5,4.5,2.0,0.3,2.7,5.4,13.9,0.7744018
