Player,Season,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,VORP
Brian Cook,2005,48,0,1087,8.6,20.5,3.8,9.7,4.8,10.8,1.4,1.8,3.1,7.4,10.5,1.7,1.1,1.3,1.4,6.8,22.3,0.7744018
Brian Cook,2006,70,46,1535,9.0,17.6,1.2,2.9,7.7,14.7,2.9,3.5,3.0,6.4,9.4,2.5,1.3,1.1,2.1,7.1,22.1,0.7744018
Brian Cook,2007,78,24,1018,9.3,20.6,2.3,5.8,7.0,14.8,1.7,2.4,3.1,7.8,10.8,3.3,1.3,1.4,2.6,6.8,22.7,0.7744018
Brian Cook,2008,73,2,629,7.2,19.1,3.5,9.4,3.7,9.7,1.5,1.7,2.3,6.6,8.9,2.2,1.1,1.0,3.2,7.6,19.4,0.7744018
Brian Cook,2009,66,0,171,8.5,23.2,4.0,9.2,4.6,14.0,1.5,1.8,2.1,7.6,9.8,1.5,0.9,0.9,4.0,7.9,22.6,0.7744018
Brian Cook,2011,82,0,447,8.3,19.7,3.9,9.1,4.4,10.5,1.7,2.8,2.2,8.9,11.1,1.7,1.4,1.3,2.9,8.7,22.3,0.7744018
Brian Cook,2012,61,0,276,5.9,18.7,1.9,9.5,4.0,9.2,1.7,1.9,1.9,10.1,12.0,1.9,1.1,1.0,2.1,9.2,15.5,0.7744018
Brian Grant,1998,68,49,1921,7.9,15.5,0.0,0.0,7.9,15.4,4.7,6.3,5.5,9.9,15.4,2.4,1.2,1.2,3.1,5.1,20.5,0.7744018
Brian Grant,1999,68,46,1525,6.5,13.5,0.0,0.0,6.5,13.5,6.5,8.0,6.1,10.5,16.6,2.4,0.7,1.2,3.4,4.8,19.4,0.7744018
Brian Grant,2000,65,14,1322,7.0,14.2,0.0,0.1,6.9,14.1,4.5,6.7,4.9,9.0,13.9,2.6,1.3,1.1,3.4,6.7,18.5,0.7744018
Brian Grant,2001,72,79,2771,9.6,20.1,0.0,0.0,9.6,20.1,5.6,7.0,4.3,10.0,14.3,2.0,1.2,1.4,3.4,5.8,24.9,0.7744018
Brian Grant,2002,82,72,2256,7.0,14.8,0.0,0.0,7.0,14.8,2.5,2.9,4.1,9.9,14.0,3.3,1.2,0.8,3.0,5.7,16.4,0.7744018
Brian Grant,2003,77,82,2641,7.1,14.0,0.0,0.0,7.1,14.0,3.3,4.2,5.0,12.3,17.3,2.2,1.3,1.0,2.7,6.2,17.5,0.7744018
Brian Grant,2004,82,76,2303,6.8,14.5,0.0,0.0,6.8,14.5,2.0,2.6,4.1,8.3,12.4,1.6,1.2,0.8,1.9,6.0,15.7,0.7744018
Brian Grant,2005,75,8,1136,4.8,9.7,0.0,0.0,4.8,9.7,2.7,3.7,4.7,7.3,12.0,1.6,1.1,1.1,2.0,8.1,12.2,0.7744018
Brian Roberts,2013,82,5,1324,8.7,20.9,2.4,6.3,6.3,14.7,2.9,3.2,0.7,3.3,4.0,9.0,1.5,0.1,2.9,4.4,22.7,0.7744018
Brian Roberts,2014,80,42,1667,7.6,18.1,2.0,5.6,5.6,12.6,3.9,4.2,0.5,3.7,4.2,7.3,1.3,0.2,3.0,4.1,21.1,0.7744018
Brian Roberts,2015,77,10,1330,6.8,17.5,2.4,7.5,4.4,10.1,2.6,2.9,0.5,3.7,4.2,6.3,1.3,0.2,2.2,2.9,18.6,0.7744018
Brian Roberts,2016,77,0,470,7.9,17.6,1.6,4.5,6.3,13.1,4.5,5.0,0.6,3.7,4.4,5.8,1.1,0.2,2.5,3.7,21.9,0.7744018
Brian Roberts,2017,66,2,416,5.5,14.7,2.0,5.3,3.5,9.4,4.0,4.7,0.6,4.1,4.7,6.3,1.1,0.1,3.1,2.2,17.1,0.7744018
Brian Scalabrine,2003,61,7,724,4.9,12.2,1.0,2.8,3.9,9.4,2.2,2.6,2.9,7.3,10.2,3.3,1.2,1.3,3.3,5.6,13.0,0.7744018
Brian Scalabrine,2004,63,2,928,5.0,12.6,0.6,2.4,4.4,10.2,3.4,4.0,2.4,7.6,10.0,3.8,1.2,0.8,2.4,6.5,13.9,0.7744018
Brian Scalabrine,2005,72,14,1167,6.1,15.3,1.0,3.1,5.1,12.2,2.4,3.2,3.8,7.4,11.3,4.1,1.6,0.8,3.0,5.1,15.6,0.7744018
Brian Scalabrine,2006,68,1,938,4.1,10.7,1.7,4.8,2.4,5.9,1.4,2.0,1.5,4.8,6.3,2.8,1.2,1.1,2.8,7.1,11.4,0.7744018
Brian Scalabrine,2007,76,17,1027,3.9,9.7,2.2,5.6,1.7,4.1,0.9,1.2,1.2,4.1,5.3,3.0,1.2,0.9,2.2,6.6,11.0,0.7744018
Brian Scalabrine,2008,68,9,512,3.0,9.7,1.5,4.7,1.4,4.9,1.5,2.1,2.3,5.9,8.1,4.1,0.9,0.8,2.7,6.5,9.1,0.7744018
Brian Scalabrine,2009,65,8,504,5.1,12.0,2.5,6.4,2.5,5.6,1.7,1.9,0.7,4.5,5.3,1.9,0.7,1.1,1.3,7.7,14.3,0.7744018
Brian Scalabrine,2010,60,3,472,3.2,9.4,1.8,5.4,1.4,4.0,0.4,0.7,1.0,4.3,5.3,3.0,1.0,0.4,1.9,6.5,8.7,0.7744018
Brian Shaw,1998,82,34,1530,5.3,15.4,1.0,3.3,4.3,12.1,1.2,1.8,1.3,6.1,7.4,9.0,1.7,0.6,3.4,5.1,12.8,0.7744018
Brian Shaw,2000,68,2,1249,5.1,13.3,0.7,2.4,4.3,10.9,1.7,2.2,1.9,7.0,8.9,8.3,1.4,0.6,3.1,4.3,12.6,0.7744018
Brian Shaw,2001,67,28,1833,4.7,11.7,1.2,3.9,3.5,7.9,1.5,1.8,1.4,7.3,8.7,7.4,1.4,0.8,2.8,4.5,12.0,0.7744018
Brian Shaw,2002,67,0,631,5.0,14.3,2.4,7.3,2.6,7.0,1.5,2.1,1.6,7.7,9.3,7.4,2.1,0.2,2.6,3.6,14.0,0.7744018
Brian Shaw,2003,52,0,900,5.8,15.1,2.2,6.3,3.6,8.8,0.6,0.9,1.2,5.7,6.9,5.9,1.8,0.7,3.1,3.6,14.4,0.7744018
Brian Skinner,2000,54,9,775,4.5,8.8,0.0,0.0,4.5,8.8,2.8,4.3,4.2,9.1,13.3,0.7,1.1,2.9,2.4,4.9,11.8,0.7744018
Brian Skinner,2001,47,23,584,5.9,14.8,0.0,0.0,5.9,14.8,2.9,5.4,5.0,10.4,15.4,1.7,1.3,1.0,2.9,5.6,14.7,0.7744018
Brian Skinner,2002,53,8,1107,4.2,7.8,0.0,0.0,4.2,7.8,2.3,3.8,4.5,9.0,13.5,0.8,1.2,2.9,2.0,6.2,10.8,0.7744018
Brian Skinner,2003,70,9,1381,6.9,12.6,0.0,0.0,6.9,12.6,3.7,6.1,5.2,8.7,13.9,0.7,1.8,2.0,2.4,6.7,17.5,0.7744018
Brian Skinner,2004,79,54,1577,8.5,17.1,0.0,0.0,8.5,17.1,2.6,4.6,4.0,9.7,13.7,1.6,1.0,2.0,2.6,5.5,19.6,0.7744018
Brian Skinner,2005,69,23,941,5.7,11.2,0.0,0.1,5.7,11.1,1.4,3.8,5.8,9.4,15.3,2.3,1.7,2.7,2.2,5.6,12.7,0.7744018
Brian Skinner,2006,65,5,944,4.7,9.1,0.0,0.0,4.7,9.1,1.5,3.2,4.3,8.6,12.9,1.7,1.4,2.4,2.6,6.8,10.8,0.7744018
Brian Skinner,2007,73,44,1523,4.2,8.6,0.0,0.0,4.2,8.6,1.6,2.7,3.6,9.5,13.1,2.0,0.6,2.2,2.6,6.7,10.0,0.7744018
Brian Skinner,2008,74,0,844,5.4,11.7,0.1,0.2,5.3,11.5,1.9,3.7,3.7,10.3,14.0,0.9,1.2,4.5,2.3,6.6,12.9,0.7744018
Brian Skinner,2009,70,21,843,5.7,12.7,0.0,0.1,5.7,12.6,1.9,2.9,4.5,8.1,12.6,1.7,1.1,3.2,2.7,5.8,13.2,0.7744018
Brook Lopez,2009,15,75,2501,9.6,18.0,0.0,0.0,9.6,18.0,3.7,4.6,4.8,9.4,14.2,1.8,0.9,3.2,3.1,5.5,22.8,0.7744018
Brook Lopez,2010,54,82,3027,9.8,19.6,0.0,0.0,9.8,19.6,7.2,8.8,4.7,7.6,12.3,3.2,1.0,2.4,3.5,4.4,26.8,0.7744018
Brook Lopez,2011,61,82,2889,11.9,24.2,0.0,0.0,11.9,24.2,7.1,9.0,3.6,5.4,9.0,2.4,0.9,2.2,3.3,4.4,30.9,0.7744018
Brook Lopez,2013,61,74,2253,13.7,26.3,0.0,0.0,13.7,26.2,7.1,9.4,5.0,7.3,12.3,1.7,0.8,3.7,3.1,3.6,34.5,0.7744018
Brook Lopez,2015,75,44,2100,12.5,24.3,0.0,0.2,12.4,24.1,5.5,6.8,5.3,7.9,13.2,1.2,1.1,3.1,2.6,5.1,30.5,0.7744018
Brook Lopez,2016,77,73,2457,12.1,23.7,0.0,0.3,12.1,23.4,6.5,8.3,4.2,7.6,11.8,3.0,1.2,2.5,3.6,4.4,30.8,0.7744018
Brook Lopez,2017,77,75,2222,11.8,25.0,2.9,8.3,9.0,16.7,6.3,7.8,2.6,6.0,8.6,3.8,0.8,2.6,3.9,4.1,32.8,0.7744018
Brook Lopez,2018,78,72,1735,10.2,21.9,3.1,9.0,7.1,12.9,3.1,4.4,2.0,6.1,8.1,3.5,0.8,2.7,2.7,5.4,26.5,0.7744018
Brook Lopez,2019,78,81,2322,7.1,15.7,3.7,10.2,3.4,5.5,2.2,2.7,0.7,7.3,7.9,2.0,1.0,3.6,1.6,3.8,20.2,0.7744018
Brook Lopez,2020,81,67,1817,7.3,16.9,2.6,8.2,4.8,8.7,3.2,3.8,1.5,6.4,7.8,2.5,1.2,4.1,1.8,4.1,20.4,0.7744018
Brook Lopez,2021,71,70,1902,8.0,15.8,2.3,6.9,5.6,8.9,3.0,3.5,2.6,6.0,8.6,1.2,1.0,2.5,1.6,3.7,21.2,0.7744018
Brook Lopez,2023,61,78,2373,9.6,18.1,2.7,7.3,6.9,10.8,3.0,3.8,3.2,7.3,10.5,2.0,0.7,3.9,2.2,4.1,24.9,0.7744018
Brook Lopez,2024,66,79,2411,7.3,15.0,2.9,8.1,4.3,7.0,2.2,2.7,2.3,5.8,8.2,2.5,0.9,3.8,1.6,3.8,19.7,0.7744018
Bruce Bowen,1998,75,9,1305,4.8,11.8,0.8,2.3,4.0,9.4,3.0,4.8,3.1,3.7,6.9,3.2,3.4,1.1,2.1,6.9,13.4,0.7744018
Bruce Bowen,1999,71,1,494,2.8,9.9,0.7,2.8,2.0,7.1,1.2,2.5,1.6,3.9,5.5,3.0,2.2,1.0,1.4,5.4,7.4,0.7744018
Bruce Bowen,2000,56,2,878,4.3,11.7,1.6,3.5,2.7,8.2,1.5,2.6,1.6,4.2,5.8,2.0,1.4,0.9,1.1,7.1,11.8,0.7744018
Bruce Bowen,2001,75,72,2685,4.3,11.9,2.1,6.3,2.2,5.6,2.0,3.3,0.9,4.1,5.0,2.7,1.7,1.1,1.5,5.5,12.8,0.7744018
Bruce Bowen,2002,82,59,1699,4.9,12.5,1.8,4.6,3.1,7.8,1.4,3.0,1.3,3.8,5.1,2.8,1.9,0.8,2.1,3.6,12.9,0.7744018
Bruce Bowen,2003,70,82,2566,4.6,10.0,2.1,4.8,2.5,5.2,0.7,1.8,1.2,3.7,5.0,2.3,1.4,0.9,1.5,4.1,12.1,0.7744018
Bruce Bowen,2004,78,82,2624,4.3,10.3,1.6,4.3,2.7,5.9,1.4,2.3,0.9,4.3,5.2,2.3,1.7,0.7,1.8,3.4,11.6,0.7744018
Bruce Bowen,2005,75,82,2627,5.2,12.3,2.1,5.2,3.1,7.1,1.5,2.3,1.0,4.8,5.9,2.6,1.1,0.8,1.2,3.6,13.9,0.7744018
Bruce Bowen,2006,71,82,2755,4.6,10.6,2.0,4.8,2.5,5.7,1.0,1.7,0.7,5.6,6.3,2.5,1.6,0.6,1.3,3.8,12.2,0.7744018
Bruce Bowen,2007,68,82,2464,4.1,10.1,1.9,5.0,2.2,5.1,0.9,1.6,0.5,4.3,4.8,2.5,1.3,0.5,1.4,3.8,11.1,0.7744018
Bruce Bowen,2008,64,81,2448,3.8,9.5,2.0,4.7,1.9,4.7,1.0,1.5,0.7,4.4,5.2,2.0,1.2,0.5,1.0,3.9,10.7,0.7744018
Bruce Bowen,2009,61,10,1506,2.8,6.7,1.5,3.5,1.3,3.2,0.5,0.9,0.6,4.7,5.2,1.4,1.3,0.5,0.9,4.4,7.7,0.7744018
Bruce Brown,2019,40,56,1449,4.3,10.7,0.8,3.2,3.4,7.5,1.5,2.0,1.6,4.7,6.3,3.1,1.4,1.2,1.6,6.1,10.9,0.7744018
Bruce Brown,2020,64,43,1634,6.0,13.5,1.0,2.9,5.0,10.6,2.6,3.6,1.8,6.4,8.2,6.9,1.9,0.9,3.0,4.9,15.6,0.7744018
Bruce Brown,2021,59,37,1451,7.8,14.1,0.6,2.0,7.2,12.1,2.9,3.9,3.7,7.9,11.6,3.5,1.9,0.9,1.8,4.8,19.0,0.7744018
Bruce Brown,2022,66,45,1774,7.0,13.8,1.0,2.6,6.0,11.3,2.7,3.5,2.7,6.7,9.4,4.0,2.1,1.4,1.5,4.8,17.7,0.7744018
Bruce Brown,2023,73,31,2280,7.7,15.9,2.0,5.4,5.7,10.4,2.5,3.3,1.4,5.7,7.0,5.7,1.9,1.1,2.6,4.1,19.8,0.7744018
Bruce Brown,2024,81,44,1866,7.1,14.9,1.4,4.2,5.8,10.7,3.0,3.6,1.4,5.9,7.3,4.9,1.5,0.4,2.2,3.8,18.6,0.7744018
Bruno Fernando,2020,27,13,713,6.7,13.0,0.3,2.4,6.4,10.6,1.9,3.3,4.4,8.6,12.9,3.2,1.2,1.1,2.7,7.0,15.7,0.7744018
Bruno Fernando,2021,48,0,226,3.9,9.6,0.0,0.4,3.9,9.1,3.3,4.8,3.5,13.5,17.0,2.2,0.9,0.7,4.6,5.0,11.1,0.7744018
Bruno Fernando,2022,43,0,153,11.5,17.5,0.3,0.6,11.1,16.9,4.8,7.6,5.7,11.8,17.5,2.2,0.3,3.5,4.5,7.6,28.0,0.7744018
Bruno Fernando,2023,45,4,405,7.1,13.4,0.0,0.5,7.1,12.9,4.2,6.0,6.5,9.9,16.4,3.7,0.7,4.1,3.0,8.8,18.3,0.7744018
Bruno Fernando,2024,53,2,682,7.7,13.2,0.0,0.3,7.7,12.9,4.5,6.8,4.1,9.4,13.6,3.2,1.8,2.0,3.1,7.5,19.8,0.7744018
Bryant Stith,1998,82,15,718,5.6,16.8,0.7,3.6,4.8,13.2,5.6,6.4,1.1,3.7,4.8,3.7,1.6,0.6,2.6,3.9,17.5,0.7744018
Bryant Stith,1999,56,32,1194,5.1,12.9,1.4,4.7,3.7,8.2,2.7,3.2,1.3,3.4,4.8,3.6,1.2,0.7,2.0,2.9,14.2,0.7744018
Bryant Stith,2000,64,6,691,6.3,13.9,1.2,4.1,5.1,9.8,4.7,5.6,1.7,4.5,6.2,4.5,1.3,0.9,2.4,4.1,18.6,0.7744018
Bryant Stith,2001,63,74,2504,5.1,12.7,1.9,5.0,3.2,7.6,3.6,4.3,1.3,4.5,5.9,3.5,1.9,0.3,1.9,3.8,15.7,0.7744018
Bryant Stith,2002,80,5,665,5.6,15.0,1.9,5.4,3.7,9.6,3.5,4.2,1.6,5.2,6.8,3.4,2.3,0.5,2.4,3.4,16.6,0.7744018
Bryce Drew,1999,61,0,441,5.8,15.8,2.0,6.0,3.8,9.8,1.0,1.0,0.4,3.6,3.9,6.4,1.5,0.5,3.8,7.5,14.5,0.7744018
Bryce Drew,2000,51,5,1293,6.2,16.3,2.3,6.4,3.9,9.9,1.8,2.1,0.9,3.2,4.1,6.4,1.6,0.0,2.6,3.1,16.6,0.7744018
Bryce Drew,2001,73,41,1305,5.1,13.5,1.6,4.3,3.5,9.1,0.6,0.8,0.5,2.3,2.8,7.6,1.3,0.1,2.8,4.1,12.4,0.7744018
Bryce Drew,2002,65,0,774,5.4,12.6,2.1,5.0,3.3,7.5,1.6,2.0,1.0,4.0,5.0,7.0,2.2,0.1,2.3,3.4,14.5,0.7744018
Bryn Forbes,2017,54,0,285,6.4,17.7,3.0,9.5,3.4,8.2,0.9,1.1,0.4,3.8,4.1,4.1,0.2,0.0,2.0,3.6,16.8,0.7744018
Bryn Forbes,2018,48,12,1517,7.0,16.6,3.0,7.6,4.0,9.0,1.6,2.4,0.4,3.3,3.7,2.7,0.9,0.1,1.2,3.6,18.5,0.7744018
Bryn Forbes,2019,74,81,2293,7.7,16.8,3.7,8.8,3.9,8.1,1.5,1.7,0.4,4.7,5.1,3.7,1.0,0.1,1.7,3.4,20.6,0.7744018
Bryn Forbes,2020,78,62,1579,7.3,17.6,4.5,11.5,2.8,6.1,2.3,2.7,0.4,3.4,3.8,3.3,1.0,0.0,1.7,3.4,21.4,0.7744018
Bryn Forbes,2021,72,10,1354,8.7,18.3,5.3,11.8,3.3,6.5,1.6,2.1,0.4,3.5,3.9,1.6,0.8,0.0,1.5,2.7,24.3,0.7744018
Bryn Forbes,2022,76,2,1286,8.7,20.3,4.6,11.1,4.1,9.2,3.0,3.3,0.4,3.1,3.5,2.8,0.9,0.2,2.1,3.6,25.0,0.7744018
Bryon Russell,1998,82,7,2219,5.5,12.7,1.8,5.2,3.7,7.5,5.2,6.7,1.9,6.0,7.9,2.5,2.2,0.8,2.0,5.6,17.9,0.7744018
Bryon Russell,1999,82,50,1770,6.8,14.6,1.6,4.6,5.1,10.0,4.2,5.3,2.0,6.3,8.3,2.3,2.4,0.5,2.4,4.8,19.4,0.7744018
Bryon Russell,2000,66,70,2900,7.5,16.9,2.0,4.9,5.6,11.9,4.4,5.8,1.8,6.1,7.9,2.9,2.4,0.4,1.9,4.7,21.4,0.7744018
Bryon Russell,2001,82,46,2473,6.7,15.1,2.1,5.0,4.6,10.2,4.8,6.2,2.0,5.1,7.1,3.5,2.1,0.4,2.4,5.0,20.2,0.7744018
Bryon Russell,2002,80,40,1998,5.9,15.5,2.0,6.0,3.9,9.5,3.1,3.7,2.1,5.7,7.9,3.6,1.7,0.5,2.9,5.5,16.9,0.7744018
Bryon Russell,2003,70,23,1388,4.2,12.0,1.8,5.5,2.4,6.5,2.1,2.7,1.7,6.5,8.2,2.8,2.7,0.3,2.2,5.1,12.4,0.7744018
Bryon Russell,2004,69,1,945,5.4,13.4,2.4,6.2,3.0,7.3,2.8,3.6,1.8,6.3,8.0,3.9,1.8,0.7,2.0,6.1,15.9,0.7744018
Bryon Russell,2005,66,2,1026,4.8,12.6,2.8,7.5,2.0,5.2,3.1,3.9,2.5,6.1,8.6,3.6,2.2,0.6,1.8,6.5,15.4,0.7744018
Buddy Hield,2017,61,55,1888,8.6,20.1,3.9,10.0,4.7,10.2,1.7,2.0,0.9,6.1,7.1,3.2,1.0,0.2,2.7,3.0,22.7,0.7744018
Buddy Hield,2018,75,13,2024,10.4,23.3,4.4,10.2,6.0,13.1,1.8,2.0,1.4,6.3,7.7,3.9,2.1,0.5,3.1,3.7,27.0,0.7744018
Buddy Hield,2019,77,82,2615,11.1,24.2,4.9,11.6,6.1,12.6,3.0,3.4,1.9,5.4,7.3,3.6,1.0,0.6,2.6,3.6,30.2,0.7744018
Buddy Hield,2020,82,44,2216,10.9,25.4,5.9,15.1,5.0,10.4,2.5,3.0,1.2,5.9,7.2,4.7,1.4,0.4,3.7,3.6,30.3,0.7744018
Buddy Hield,2021,77,71,2433,8.0,19.6,5.6,14.2,2.4,5.3,1.7,2.1,0.6,6.0,6.6,5.1,1.2,0.6,2.6,3.5,23.2,0.7744018
Buddy Hield,2022,76,32,2499,8.6,21.3,5.1,13.9,3.6,7.4,2.2,2.5,1.3,5.6,6.8,4.4,1.4,0.5,3.0,3.6,24.5,0.7744018
Buddy Hield,2023,81,73,2482,9.1,19.9,5.5,12.9,3.6,6.9,2.0,2.5,1.3,6.4,7.7,4.3,1.8,0.5,2.7,3.0,25.7,0.7744018
Buddy Hield,2024,81,42,2160,8.2,18.9,4.9,12.6,3.4,6.3,1.2,1.3,1.4,4.6,6.0,5.2,1.6,0.9,2.3,3.8,22.5,0.7744018
C.J. Miles,2007,6,13,373,5.6,16.3,1.0,4.5,4.6,11.8,2.0,3.2,1.5,3.4,4.9,3.5,1.5,0.6,3.9,8.4,14.2,0.7744018
C.J. Miles,2008,25,13,689,8.4,17.6,2.2,5.8,6.2,11.9,3.1,3.9,1.2,4.6,5.8,4.0,2.4,0.6,2.0,7.3,22.2,0.7744018
C.J. Miles,2009,43,72,1623,8.2,17.8,2.0,5.7,6.2,12.2,2.5,2.8,1.4,3.9,5.3,3.4,1.5,0.5,2.0,5.9,20.9,0.7744018
C.J. Miles,2010,56,28,1497,8.2,19.2,2.5,7.4,5.7,11.8,2.3,3.2,1.4,4.3,5.7,3.6,2.0,0.6,2.8,6.5,21.3,0.7744018
C.J. Miles,2011,58,19,1969,9.8,24.1,2.9,9.1,6.9,15.0,4.3,5.2,1.4,5.4,6.8,3.6,2.0,1.0,2.5,5.9,26.8,0.7744018
C.J. Miles,2012,69,14,1145,8.1,21.3,2.1,6.9,6.0,14.4,5.0,6.2,1.2,4.1,5.3,3.2,2.1,0.8,2.4,5.6,23.3,0.7744018
C.J. Miles,2013,62,13,1364,9.7,23.4,4.8,12.5,4.9,10.9,3.5,4.1,0.9,5.7,6.6,2.4,1.9,0.6,2.6,5.3,27.8,0.7744018
C.J. Miles,2014,70,34,984,9.3,21.4,4.3,11.1,5.0,10.4,3.4,3.9,0.9,4.5,5.4,2.7,2.4,0.8,2.3,5.4,26.4,0.7744018
C.J. Miles,2015,66,40,1841,9.2,23.1,4.3,12.5,4.9,10.7,3.6,4.5,0.5,5.5,6.0,2.1,1.7,0.7,2.0,3.7,26.4,0.7744018
C.J. Miles,2016,76,24,1464,8.8,21.5,4.8,13.1,4.0,8.4,3.2,4.2,0.8,5.1,5.9,2.1,1.8,1.0,2.4,4.8,25.5,0.7744018
C.J. Miles,2017,73,29,1776,7.9,18.2,4.8,11.5,3.2,6.7,2.4,2.6,0.8,5.6,6.5,1.4,1.3,0.7,1.1,4.3,23.0,0.7744018
C.J. Miles,2018,79,3,1337,8.4,22.1,6.0,16.7,2.3,5.3,3.0,3.6,0.7,4.9,5.6,2.0,1.4,0.8,1.4,4.9,25.8,0.7744018
C.J. Miles,2019,76,1,856,6.3,17.6,3.8,11.5,2.6,6.1,2.7,3.3,0.7,4.6,5.4,2.0,1.5,0.9,1.7,4.5,19.2,0.7744018
C.J. Watson,2008,54,0,368,5.7,13.3,1.2,3.4,4.5,9.9,3.0,3.8,1.7,2.5,4.2,4.6,2.0,0.0,2.4,2.5,15.6,0.7744018
C.J. Watson,2009,46,18,1883,6.7,14.6,1.2,3.1,5.4,11.5,4.4,5.0,1.0,4.0,5.0,5.3,2.5,0.1,2.4,3.6,19.0,0.7744018
C.J. Watson,2010,72,15,1788,6.6,14.1,1.2,3.9,5.4,10.2,3.4,4.4,0.7,3.8,4.5,4.8,2.8,0.2,1.8,3.3,17.8,0.7744018
C.J. Watson,2011,70,1,1091,7.1,19.2,2.1,5.5,5.0,13.7,3.4,4.5,0.8,3.8,4.6,9.1,2.7,0.5,3.6,4.0,19.7,0.7744018
C.J. Watson,2012,82,25,1159,7.5,20.3,3.2,8.0,4.3,12.3,3.9,4.8,1.0,3.9,4.9,9.3,2.1,0.4,4.5,4.8,22.0,0.7744018
C.J. Watson,2013,65,8,1521,6.8,16.3,3.1,7.6,3.7,8.7,2.5,3.2,1.4,3.8,5.2,5.7,2.3,0.4,2.5,4.4,19.3,0.7744018
C.J. Watson,2014,81,5,1193,6.4,14.5,2.3,6.3,4.0,8.2,3.0,3.8,0.8,3.6,4.4,4.7,2.6,0.3,2.6,2.9,18.0,0.7744018
C.J. Watson,2015,72,21,1422,6.6,15.1,2.5,6.3,4.0,8.8,5.0,6.1,0.7,5.3,5.9,7.5,2.1,0.3,3.6,3.9,20.6,0.7744018
C.J. Watson,2016,69,2,656,3.6,10.4,1.1,3.7,2.5,6.8,2.6,3.0,0.8,4.3,5.0,6.7,1.4,0.4,1.9,3.7,10.8,0.7744018
C.J. Watson,2017,54,9,1012,4.7,12.1,1.6,5.1,3.1,7.0,2.8,3.2,0.8,3.6,4.4,5.6,2.1,0.1,2.3,4.1,13.8,0.7744018
CJ McCollum,2014,41,0,476,7.9,18.9,3.2,8.5,4.7,10.4,2.4,3.6,0.7,4.4,5.1,2.9,1.5,0.2,3.7,5.6,21.4,0.7744018
CJ McCollum,2015,46,3,973,8.3,19.1,2.9,7.3,5.4,11.8,2.7,3.8,0.7,4.0,4.8,3.4,2.3,0.4,2.5,4.2,22.2,0.7744018
CJ McCollum,2016,61,80,2780,11.5,25.7,3.5,8.5,8.0,17.3,3.4,4.1,0.8,3.8,4.7,6.1,1.7,0.4,3.5,3.4,30.0,0.7744018
CJ McCollum,2017,74,80,2796,12.3,25.6,3.3,7.8,9.0,17.8,4.8,5.2,1.1,4.1,5.1,5.1,1.3,0.7,3.1,3.6,32.6,0.7744018
CJ McCollum,2018,77,81,2923,11.4,25.6,3.2,8.1,8.1,17.5,3.6,4.3,0.9,4.6,5.5,4.6,1.3,0.6,2.6,2.9,29.5,0.7744018
CJ McCollum,2019,81,70,2375,11.6,25.3,3.4,9.1,8.2,16.3,3.2,3.9,1.3,4.5,5.8,4.2,1.1,0.6,2.2,3.5,29.9,0.7744018
CJ McCollum,2020,76,70,2556,11.4,25.3,3.6,9.5,7.8,15.7,2.6,3.4,0.9,4.7,5.5,5.8,1.0,0.8,2.4,3.4,29.0,0.7744018
CJ McCollum,2021,76,47,1600,12.3,26.9,5.2,12.8,7.2,14.1,3.3,4.1,0.9,4.7,5.6,6.8,1.3,0.6,2.0,2.7,33.1,0.7744018
CJ McCollum,2022,64,62,2145,12.3,26.6,4.2,10.7,8.1,15.9,2.7,3.9,1.2,4.9,6.2,7.2,1.6,0.5,2.9,2.8,31.3,0.7744018
CJ McCollum,2023,72,75,2649,10.7,24.6,3.9,9.9,6.9,14.7,3.3,4.4,1.0,5.0,6.0,7.8,1.3,0.7,3.3,2.8,28.7,0.7744018
CJ McCollum,2024,75,66,2159,11.0,24.0,5.4,12.6,5.6,11.3,2.6,3.2,0.9,5.6,6.5,6.9,1.4,0.9,2.5,2.9,30.0,0.7744018
Calbert Cheaney,1998,75,82,2841,8.2,18.1,0.3,1.0,8.0,17.1,2.6,4.0,1.5,4.5,6.0,3.2,1.8,0.7,1.9,4.9,19.3,0.7744018
Calbert Cheaney,1999,82,18,1266,7.3,17.5,0.3,1.6,6.9,16.0,1.4,2.8,1.4,4.6,6.0,3.1,1.6,0.7,1.8,6.2,16.3,0.7744018
Calbert Cheaney,2000,66,19,1309,4.7,10.6,0.7,2.1,4.0,8.5,0.3,0.8,0.9,4.5,5.3,3.1,1.7,0.5,1.8,6.1,10.4,0.7744018
Calbert Cheaney,2002,82,47,1631,7.3,15.2,0.0,0.1,7.3,15.0,1.5,2.2,1.9,6.0,7.8,3.6,1.1,0.7,2.3,5.1,16.1,0.7744018
Calbert Cheaney,2003,75,74,2351,7.4,14.9,0.2,0.6,7.2,14.3,0.9,1.6,1.7,4.8,6.5,3.7,1.5,0.3,2.5,5.1,16.0,0.7744018
Calbert Cheaney,2004,78,7,2067,7.2,14.9,0.0,0.3,7.2,14.7,1.2,2.0,2.0,4.7,6.7,3.5,1.6,0.3,2.2,4.8,15.6,0.7744018
Calbert Cheaney,2005,73,5,951,6.1,14.3,0.0,0.2,6.1,14.2,1.3,2.0,1.7,5.0,6.7,3.5,0.9,0.8,1.9,5.1,13.5,0.7744018
